metric,pearson_r_with_overall,pearson_r_with_artifact,pearson_r_with_transient,pearson_r_with_groove
rms_error,0.7968668165666711,0.561671570243808,0.6167389247118886,0.7252796554238556
spectral_distance,-0.7411302335468637,-0.8591330489927952,-0.3015560714823624,-0.8723141851634557
spectral_centroid_difference,0.034377372884136774,-0.034514341653493666,0.30549534484625085,0.0003575618063228995
composite_stress,-0.014502236146503396,-0.2667284456646437,0.3243656450765671,-0.16186059206141362
