case_id,sweep_family,case_label,ambiguity_amount,ambiguity_units,parameter_summary,algorithm,algorithm_label,implementation,shift_semitones,rms_error,spectral_distance,spectral_centroid_difference,rms_error_normalized,spectral_distance_normalized,spectral_centroid_difference_normalized,composite_stress
beating_rate_0_5hz,beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,149.97928157855117,2.0137867077915437,413.99809309297376,0.24728568904186854,0.8877240466151907,0.33296338384584206,0.4893243731676338
beating_rate_0_5hz,beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,7,298.6766623975493,2.1642911027465987,413.685218388267,0.4930600377006354,0.9664552410352485,0.3326452290029571,0.597386835912947
beating_rate_0_5hz,beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",phase_vocoder,Phase Vocoder,local phase vocoder,12,0.5643182647257127,0.4136812649990466,446.18106451875525,0.00032528472224386656,0.050683953887602676,0.3656894817486346,0.13889957345282702
beating_rate_0_5hz,beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",psola,PSOLA,local pitch-synchronous overlap-add,12,0.4497540809296719,0.3173673658112232,321.31486612325523,0.0001359274013750532,0.0003006522931552267,0.23871601558301264,0.07971753175918098
beating_rate_0_5hz,beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,60.267461708941724,1.835049764058998,605.7798232141777,0.09900557829610601,0.7942239659613576,0.5279816620799513,0.4737370687791383
beating_rate_0_5hz,beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,12,101.3480695423823,1.948750803476559,605.4130711466859,0.16690562856706623,0.8537027515663889,0.5276087206287722,0.5160723669207424
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.5764515392343414,0.4150214224180255,214.01537508451977,0.0003453391954499962,0.051385011118114894,0.12960571615800567,0.060445355490523524
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",psola,PSOLA,local pitch-synchronous overlap-add,-12,0.47664875362424275,0.3567695170689599,435.301590364056,0.00018038023993543722,0.02091253164835805,0.3546264033396482,0.12523977174264722
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,350.7839483275015,2.000530502160078,306.66197638463416,0.5791855241703601,0.8807895188683108,0.22381584064886134,0.561263627895844
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,591.7686698077307,2.1123725078022364,306.77428662592496,0.9774969310848689,0.9392958149347582,0.22393004626099525,0.7135742640935407
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",phase_vocoder,Phase Vocoder,local phase vocoder,3,0.5512544164098783,0.3884290999992053,93.3014303050773,0.00030369215085412953,0.03747415285339632,0.006854577898608872,0.014877474300953106
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",psola,PSOLA,local pitch-synchronous overlap-add,3,0.48884049004154406,0.4467729255392311,824.2392578599321,0.00020053134186122693,0.06799471720750341,0.7501278632936278,0.2727743706143308
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,112.80544210336089,1.8927798032764565,294.8411526359529,0.18584293777188018,0.8244234491250526,0.21179552623559694,0.40735397104417653
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",wsola,WSOLA,local waveform-similarity overlap-add,3,236.5391241340735,2.0954113547654747,290.2374721569927,0.390356056568953,0.9304231714632873,0.20711415309343476,0.5092977937085584
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",phase_vocoder,Phase Vocoder,local phase vocoder,7,0.5553794600833093,0.4110401039062997,235.40259317468383,0.0003105102260377171,0.0493023213608592,0.15135386936073897,0.06698890031587863
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",psola,PSOLA,local pitch-synchronous overlap-add,7,0.458576827496699,0.3604566591553832,330.0838731729843,0.00015051007108281316,0.022841333133173585,0.24763301020799675,0.09020828447075104
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,128.4278483240642,1.9858104163564223,412.64726753860504,0.21166441957760046,0.8730892125906526,0.33158976148024377,0.47211446454949896
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",wsola,WSOLA,local waveform-similarity overlap-add,7,255.46369318745943,2.136527168439679,412.36423350545954,0.42163551560936086,0.951931494333788,0.33130195090626047,0.5682896536164698
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",phase_vocoder,Phase Vocoder,local phase vocoder,12,0.5592474819514334,0.4160352126607815,446.68369063347285,0.0003169034829330302,0.051915340592728676,0.36620059028554147,0.13947761145373438
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",psola,PSOLA,local pitch-synchronous overlap-add,12,0.4500394836906724,0.3167926318470494,320.73464352048745,0.00013639912910357117,0.0,0.2381260010236864,0.07942080005092998
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,75.61002154296615,1.8734100241236855,602.0974007908942,0.12436451622222539,0.8142908157969309,0.5242370943348093,0.4876308087846552
beating_rate_1_0hz,beating_rate,1 Hz,1.0,Hz beat rate,"{""beat_rate_hz"": 1.0, ""frequencies_hz"": ""440,441""}",wsola,WSOLA,local waveform-similarity overlap-add,12,112.69971861495301,1.9627770330724967,600.2095178115495,0.18566819278741398,0.8610400908489255,0.5223173510521378,0.5230085448961591
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.5833414109007777,0.420896911131639,213.96356784097847,0.0003567271144021269,0.05445857082620517,0.1295530346047154,0.0614561108484409
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",psola,PSOLA,local pitch-synchronous overlap-add,-12,0.5280762230380308,0.3574695541469699,435.5422284764196,0.00026538209221236403,0.021278731953050252,0.35487110251052856,0.1254717388519304
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,320.4829233472925,1.9848262533517285,306.3520010996763,0.5291024989201103,0.872574381585972,0.22350063415693217,0.5417258382210048
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,565.8373848211806,2.1054530860505554,306.81702834959697,0.9346364271381852,0.9356761575860897,0.22397350930282933,0.6980953646757014
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",phase_vocoder,Phase Vocoder,local phase vocoder,3,0.5462949261139526,0.39069566317912746,92.54910913512897,0.0002954948612284008,0.038659827374310396,0.006089560401114865,0.015014960878884554
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",psola,PSOLA,local pitch-synchronous overlap-add,3,0.49317079948506426,0.4684659926301778,918.9233707407554,0.00020768869041108186,0.07934269866156472,0.8464098848317194,0.30865342406123175
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,163.78347353630608,2.0380569394843873,287.6163611977815,0.27010193683649236,0.9004201830343281,0.20444880772397298,0.4583236425315978
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",wsola,WSOLA,local waveform-similarity overlap-add,3,349.33992931967714,2.199779562122615,286.8443651924643,0.5767987784916926,0.9850198071772263,0.20366378335452223,0.5884941230078137
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",phase_vocoder,Phase Vocoder,local phase vocoder,7,0.5499174682648541,0.4110560923254071,236.00621998606186,0.0003014823771666304,0.0493106851520534,0.1519676831029369,0.06719328354405231
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",psola,PSOLA,local pitch-synchronous overlap-add,7,0.45903033356997214,0.36369784087005774,325.7158087433838,0.00015125964823849405,0.024536845797803616,0.24319122942033783,0.08929311162212665
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,106.23785997235731,1.9443827416682666,411.48494212924504,0.1749877148243074,0.851417750363798,0.3304078204270585,0.4522710952050546
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",wsola,WSOLA,local waveform-similarity overlap-add,7,175.56076917037174,2.0209366242204165,407.6122299163045,0.2895680306404419,0.8914642793214639,0.326469751522442,0.5025006871614492
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",phase_vocoder,Phase Vocoder,local phase vocoder,12,0.5493325544158821,0.42064487598876193,447.49298245254846,0.0003005156027724831,0.054326727315319866,0.36702353988061154,0.1405502609329013
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",psola,PSOLA,local pitch-synchronous overlap-add,12,0.4503883205498924,0.3192443211739,281.25780064024246,0.0001369757038313219,0.0012825168933272445,0.1979829387843462,0.06646747712716826
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,48.977100856186254,1.729640136006606,591.0511580770421,0.08034431426156233,0.739082546852519,0.513004432946,0.44414376468669375
beating_rate_2_0hz,beating_rate,2 Hz,2.0,Hz beat rate,"{""beat_rate_hz"": 2.0, ""frequencies_hz"": ""440,442""}",wsola,WSOLA,local waveform-similarity overlap-add,12,124.86092197068857,1.9899502603795056,604.8092954919904,0.20576882816646594,0.8752548295133173,0.5269947555313462,0.5360061377370432
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.562143427977556,0.4352489134887119,215.47437563339707,0.0003216900450392425,0.06196632691684472,0.13108933910167633,0.06445911868785344
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",psola,PSOLA,local pitch-synchronous overlap-add,-12,0.5268967368159994,0.3745892281798881,436.5723380486036,0.0002634325793401458,0.03023430022795814,0.35591859642474466,0.12880544307734765
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,370.05326505499653,2.0154364509052556,308.32594488298685,0.6110347991321319,0.888587052947116,0.2255078906234833,0.5750432475675771
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,583.0964736195848,2.11862206053127,308.52022779272124,0.9631630984521539,0.9425650533586254,0.22570545229175468,0.710477868034178
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",phase_vocoder,Phase Vocoder,local phase vocoder,3,0.5433870038218779,0.4097117161884628,94.62645330613898,0.00029068850416045133,0.04860742104443014,0.008201962261677935,0.01903335727008951
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",psola,PSOLA,local pitch-synchronous overlap-add,3,0.4923521510036275,0.4755486077560431,845.8756534812148,0.0002063355879139335,0.08304772500742966,0.7721293991989923,0.28512781993144526
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,201.52117208170327,2.075098530744206,289.0664791086637,0.3324766621261451,0.9197972166683027,0.205923398124414,0.48606575897295395
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",wsola,WSOLA,local waveform-similarity overlap-add,3,410.60310982423096,2.2284160495239447,288.4841504058945,0.6780575780908544,1.0,0.20533124192210744,0.627796273337654
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",phase_vocoder,Phase Vocoder,local phase vocoder,7,0.5686917772683668,0.4356641222326704,239.53672830226608,0.0003325134790020652,0.062183529081308205,0.15555777300713272,0.07269127185581432
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",psola,PSOLA,local pitch-synchronous overlap-add,7,0.45844142043751734,0.3871379865371049,311.95379594953056,0.00015028626363179507,0.03679875128101477,0.22919696605439113,0.08871533453301257
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,85.90102127917056,1.850325287075549,408.4210034387512,0.14137398702313966,0.8022148301008619,0.32729217407400213,0.4236269970660012
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",wsola,WSOLA,local waveform-similarity overlap-add,7,170.33883657866315,2.002556407377766,408.0864216520452,0.2809369634730289,0.8818493014588328,0.3269519458159159,0.4965794035825925
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",phase_vocoder,Phase Vocoder,local phase vocoder,12,0.5262552765187828,0.447581508478407,449.84095742142006,0.00026237234219359673,0.0684176995437203,0.3694111397603119,0.14603040388207528
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",psola,PSOLA,local pitch-synchronous overlap-add,12,0.4500912207668635,0.339404839886138,332.40999737718033,0.0001364846426891658,0.011828798407673894,0.24999839056500106,0.0873212245384547
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,52.736337396482945,1.788661698040969,599.8224491667257,0.08655776541353859,0.7699576457284729,0.5219237501568688,0.4594797204329601
beating_rate_5_0hz,beating_rate,5 Hz,5.0,Hz beat rate,"{""beat_rate_hz"": 5.0, ""frequencies_hz"": ""440,445""}",wsola,WSOLA,local waveform-similarity overlap-add,12,88.7302585877273,1.9057478320888852,600.1231221473115,0.14605028967811404,0.831207227087026,0.5222294973568148,0.49982900470731834
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.5636272447282832,0.4482546708584946,216.28785302218924,0.0003241425703858917,0.06876984127512138,0.13191654490300245,0.06700350958283657
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",psola,PSOLA,local pitch-synchronous overlap-add,-12,0.5269805511162251,0.4021116744697252,439.15517726159413,0.00026357111174019765,0.04463172078440005,0.35854502416608697,0.13448010535407573
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,301.1641629680056,1.9820718379156517,307.0090587387508,0.49717150105745395,0.871133503947308,0.2241687804365173,0.5308245951470931
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,328.82195555926484,1.926783114022906,302.93001951749756,0.5428856617374619,0.8422111108747563,0.22002090250635434,0.5350392250395242
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",phase_vocoder,Phase Vocoder,local phase vocoder,3,0.556508691324888,0.44477573233222834,92.5373388138737,0.0003123766750051133,0.066949954317211,0.006077591441485529,0.024446640811233877
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",psola,PSOLA,local pitch-synchronous overlap-add,3,0.4921431094141923,0.5016136498908565,878.4678700118129,0.00020599007368763677,0.09668275473859349,0.8052716487115686,0.3007201311746166
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,120.51736562743045,1.9484690214509952,287.3105368366791,0.19858958448882258,0.8535553469976027,0.20413782220774812,0.4187609178980578
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",wsola,WSOLA,local waveform-similarity overlap-add,3,365.50093778746214,2.2193211046963826,294.6078746689444,0.6035104885968864,0.9952422926275852,0.21155831142140585,0.6034370308819591
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",phase_vocoder,Phase Vocoder,local phase vocoder,7,0.5495074714636334,0.46734130006524394,238.002746029608,0.0003008047142769602,0.07875435445394842,0.15399790293261437,0.07768435403361325
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",psola,PSOLA,local pitch-synchronous overlap-add,7,0.45805902492770545,0.41035882779338173,303.805793454757,0.00014965422151486996,0.048945935209372377,0.2209114561855745,0.0900023485388206
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,152.54950225263866,2.0363579366433706,425.2814698730217,0.25153387625676027,0.8995314081713996,0.34443718122435674,0.4985008218841722
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",wsola,WSOLA,local waveform-similarity overlap-add,7,244.92976755000242,2.1595336078856047,427.7983099193387,0.4042245249240757,0.963966521333972,0.3469964959834487,0.5717291807471655
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",phase_vocoder,Phase Vocoder,local phase vocoder,12,0.5911453033530599,0.49758526962857375,451.9260698130964,0.00036962577188956046,0.09457544624622405,0.37153144093963875,0.15549217098591747
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",psola,PSOLA,local pitch-synchronous overlap-add,12,0.4503022520589906,0.3572572191618251,384.85317501929467,0.0001368334455939883,0.02116765621335105,0.30332661011139417,0.10821036659011307
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,63.63327052121576,1.860604908368083,607.6837946416275,0.10456875273798494,0.8075922601937755,0.5299177653227032,0.48069292608482117
beating_rate_10_0hz,beating_rate,10 Hz,10.0,Hz beat rate,"{""beat_rate_hz"": 10.0, ""frequencies_hz"": ""440,450""}",wsola,WSOLA,local waveform-similarity overlap-add,12,102.66705350386363,1.9707360195576742,611.0537178162895,0.16908571016795892,0.8652035607099767,0.5333445600173201,0.5225446102984186
three_oscillators_07hz,three_oscillators,440 + 443 + 447,7.0,Hz spread,"{""frequencies_hz"": ""440,443,447"", ""spread_hz"": 7.0}",phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.41771057785147664,0.4042837793600842,217.67567795701663,8.296432257425679e-05,0.045767982702031654,0.13332779105825068,0.05972624602761886
three_oscillators_07hz,three_oscillators,440 + 443 + 447,7.0,Hz spread,"{""frequencies_hz"": ""440,443,447"", ""spread_hz"": 7.0}",psola,PSOLA,local pitch-synchronous overlap-add,-12,0.43086344682266386,0.3625724261442425,436.3814608337461,0.00010470403168401288,0.023948123816576326,0.35572449792656075,0.12659244192494037
three_oscillators_07hz,three_oscillators,440 + 443 + 447,7.0,Hz spread,"{""frequencies_hz"": ""440,443,447"", ""spread_hz"": 7.0}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,339.2816457654182,1.8536519468629133,296.372043207959,0.5601739524486414,0.8039550576773827,0.21335225243328418,0.5258270875197695
three_oscillators_07hz,three_oscillators,440 + 443 + 447,7.0,Hz spread,"{""frequencies_hz"": ""440,443,447"", ""spread_hz"": 7.0}",wsola,WSOLA,local waveform-similarity overlap-add,-12,593.8833660604269,1.9807353170185942,297.55397794264843,0.9809922051189837,0.8704343490380835,0.21455413374282575,0.6886602292999643
