cases,true_positive,false_positive,true_negative,false_negative,precision,recall,missed_case_count,lowest_missed_depth_semitones,highest_missed_depth_semitones,missed_rates_hz
144,64,49,14,17,0.5663716814159292,0.7901234567901234,17,0.025,0.75,2|4|5.5|8
