time_seconds,amplitude
0.0,-0.7533884181766242
4.5351473922902495e-05,-0.7379194860421432
9.070294784580499e-05,-0.719634925147893
0.00013605442176870748,-0.6986050538616718
0.00018140589569160998,-0.6749106637828234
0.00022675736961451248,-0.6486427093628254
0.00027210884353741496,-0.6199019587624504
0.00031746031746031746,-0.5887986072857335
0.00036281179138321996,-0.5554518548737089
0.00040816326530612246,-0.5199894492778749
0.00045351473922902497,-0.4825471966641929
0.0004988662131519275,-0.4432684415224893
0.0005442176870748299,-0.40230351787307334
0.0005895691609977325,-0.35980917387166766
0.0006349206349206349,-0.31594797201498
0.0006802721088435374,-0.2708876672420832
0.0007256235827664399,-0.22480056531078668
0.0007709750566893424,-0.17786286390311623
0.0008163265306122449,-0.13025397897956914
0.0008616780045351474,-0.0821558589577121
0.0009070294784580499,-0.033752289336756766
0.0009523809523809524,0.014771809574219072
0.000997732426303855,0.06323108914085274
0.0010430839002267573,0.11144048040169516
0.0010884353741496598,0.15921590087554865
0.0011337868480725624,0.20637495747845092
0.001179138321995465,0.25273764286617045
0.0012244897959183673,0.2981270225436419
0.0012698412698412698,0.3423699101184896
0.0013151927437641724,0.3852975281215496
0.0013605442176870747,0.4267461518728566
0.0014058956916099773,0.4665577339367643
0.0014512471655328798,0.5045805067844479
0.0014965986394557824,0.5406695613656743
0.0015419501133786847,0.5746873993841476
0.0015873015873015873,0.6065044571715742
0.0016326530612244899,0.6359995991644202
0.0016780045351473922,0.663060579103803
0.0017233560090702948,0.6875844672025619
0.0017687074829931973,0.7094780416538573
0.0018140589569160999,0.7286581429921225
0.0018594104308390022,0.745051989959353
0.0019047619047619048,0.75859745567698
0.0019501133786848073,0.7692433030753985
0.00199546485260771,0.776949378689033
0.0020408163265306124,0.7816867640839985
0.0020861678004535146,0.7834378843473634
0.002131519274376417,0.7821965732311538
0.0021768707482993197,0.7779680947098342
0.0022222222222222222,0.7707691208765568
0.0022675736961451248,0.7606276662702336
0.0023129251700680273,0.7475829788919053
0.00235827664399093,0.7316853883342359
0.002403628117913832,0.7129961116117312
0.0024489795918367346,0.6915870174407244
0.002494331065759637,0.6675403498767423
0.0025396825396825397,0.640948412371966
0.0025850340136054422,0.6119132134664673
0.002630385487528345,0.5805460754732497
0.0026757369614512473,0.5469672076582344
0.0027210884353741495,0.5113052455516699
0.002766439909297052,0.4736967581565292
0.0028117913832199546,0.4342857249417772
0.002857142857142857,0.3932229846234525
0.0029024943310657597,0.3506656578439256
0.0029478458049886623,0.30677654595902054
0.002993197278911565,0.2617235082335557
0.003038548752834467,0.21567881982793569
0.0030839002267573695,0.1688185130313524
0.003129251700680272,0.12132170426074433
0.0031746031746031746,0.07336990939856718
0.003219954648526077,0.025146350086513322
0.0032653061224489797,-0.023164746373567514
0.0033106575963718823,-0.07137885083639381
0.0033560090702947844,-0.11931183715868698
0.003401360544217687,-0.16678068538098154
0.0034467120181405895,-0.21360418056024968
0.003492063492063492,-0.25960360458491105
0.0035374149659863946,-0.3046034183310494
0.003582766439909297,-0.3484319315560216
0.0036281179138321997,-0.3909219579729489
0.003673469387755102,-0.43191145300663236
0.0037188208616780044,-0.47124413179802815
0.003764172335600907,-0.5087700651002737
0.0038095238095238095,-0.5443462507941564
0.003854875283446712,-0.5778371588444049
0.0039002267573696146,-0.6091152476200311
0.003945578231292517,-0.6380614496117032
0.00399092970521542,-0.6645656246963532
0.004036281179138322,-0.6885269792235162
0.004081632653061225,-0.7098544493287574
0.004126984126984127,-0.7284670470164492
0.004172335600907029,-0.7442941676966405
0.004217687074829932,-0.7572758580082174
0.004263038548752834,-0.7673630429124398
0.004308390022675737,-0.7745177111967226
0.004353741496598639,-0.7787130586874987
0.004399092970521542,-0.7799335886326888
0.0044444444444444444,-0.7781751688779842
0.004489795918367347,-0.7734450456262454
0.0045351473922902496,-0.7657618137351886
0.004580498866213152,-0.7551553436745548
0.004625850340136055,-0.7416666654294677
0.004671201814058957,-0.7253478098010955
0.00471655328798186,-0.706261607718362
0.004761904761904762,-0.6844814483347383
0.004807256235827664,-0.6600909968414196
0.004852607709750567,-0.6331838730818976
0.004897959183673469,-0.6038632922024773
0.004943310657596372,-0.572241668718056
0.004988662131519274,-0.5384401855119867
0.005034013605442177,-0.5025883294225101
0.005079365079365079,-0.4648233951955729
0.005124716553287982,-0.4252899597043581
0.0051700680272108845,-0.38413932844907195
0.005215419501133787,-0.34152895645607584
0.00526077097505669,-0.2976218457928179
0.005306122448979592,-0.25258592200398194
0.005351473922902495,-0.2065933918543309
0.005396825396825397,-0.15982008483473284
0.005442176870748299,-0.11244478094940481
0.0054875283446712015,-0.06464852735437066
0.005532879818594104,-0.016613946459256613
0.005578231292517007,0.03147546186332697
0.005623582766439909,0.0794360212945157
0.005668934240362812,0.12708458063392425
0.005714285714285714,0.1742392132326177
0.005759637188208617,0.22071991162321417
0.005804988662131519,0.2663492746948206
0.005850340136054422,0.3109531847894625
0.0058956916099773245,0.3543614721356349
0.005941043083900227,0.3964085640834298
0.00598639455782313,0.43693411666421217
0.006031746031746032,0.4757836260657687
0.006077097505668934,0.5128090176909991
0.006122448979591836,0.5478692105542843
0.006167800453514739,0.5808306548642302
0.0062131519274376415,0.611567840744331
0.006258503401360544,0.6399637761536857
0.006303854875283447,0.6659104321878947
0.006349206349206349,0.6893091540651984
0.006394557823129252,0.7100710362342727
0.006439909297052154,0.7281172601774549
0.006485260770975057,0.7433793936258718
0.006530612244897959,0.7557996500506043
0.006575963718820862,0.7653311074459456
0.0066213151927437645,0.7719378855764572
0.006666666666666667,0.7755952810183685
0.006712018140589569,0.7762898594871432
0.006757369614512471,0.7740195051063191
0.006802721088435374,0.7687934264372474
0.0068480725623582765,0.7606321192545221
0.006893424036281179,0.7495672862171416
0.0069387755102040816,0.7356417137500301
0.006984126984126984,0.718909106613941
0.007029478458049887,0.6994338808032984
0.007074829931972789,0.6772909155705554
0.007120181405895692,0.6525652655316632
0.007165532879818594,0.6253518339595143
0.007210884353741497,0.5957550085202862
0.0072562358276643995,0.5638882608508148
0.007301587301587302,0.529873711513025
0.007346938775510204,0.49384166199335605
0.007392290249433106,0.4559300955407302
0.007437641723356009,0.4162841487553152
0.007482993197278911,0.37505555595166173
0.007528344671201814,0.33240206842345377
0.0075736961451247165,0.2884868508325842
0.007619047619047619,0.24347785703222327
0.007664399092970522,0.19754718771168095
0.007709750566893424,0.15087043231989766
0.007755102040816327,0.10362599778392097
0.007800453514739229,0.055994426588798885
0.007845804988662131,0.0081577068254118
0.007891156462585034,-0.039701423157002494
0.007936507936507936,-0.08740017283672545
0.00798185941043084,-0.13475639767704292
0.008027210884353741,-0.18158929468862076
0.008072562358276645,-0.22772009274061597
0.008117913832199546,-0.2729727349847672
0.00816326530612245,-0.3171745507874192
0.008208616780045351,-0.36015691460491434
