depth_semitones,rate_hz,shift_semitones,preflight_risk_score,preflight_risk_level,preflight_high_risk,preflight_reasons,catastrophic_threshold,catastrophic_fixed_count,catastrophic_any_fixed,preflight_outcome,worst_fixed_algorithm,worst_fixed_algorithm_label,worst_fixed_composite_stress,safest_fixed_algorithm,safest_fixed_algorithm_label,safest_fixed_composite_stress,pitch_valid_fraction,median_pitch_hz,pitch_iqr_cents,spectral_flatness,spectral_centroid_hz,spectral_bandwidth_hz,transient_score,crest_factor,zero_crossing_rate
0.0,8.0,7,0.33,high,True,periodic_representation_bias|moderate_shift,0.521861434335958,1,True,caught,wsola,WSOLA,0.5859030079120474,phase_vocoder,Phase Vocoder,0.04317789628916052,1.0,220.04400624093478,4.2039015447302205e-06,1.063558721599303e-06,222.74882239034898,20.606446437322152,1.019673897862927,1.4142132035275572,0.01995510102269893
0.0,8.0,12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,0,False,false_alarm,wsola,WSOLA,0.43580087570863196,psola,PSOLA,0.05092382773538406,1.0,220.04400624093478,4.2039015447302205e-06,1.063558721599303e-06,222.74882239034898,20.606446437322152,1.019673897862927,1.4142132035275572,0.01995510102269893
0.025,8.0,-12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,1,True,caught,wsola,WSOLA,0.5609804976232248,phase_vocoder,Phase Vocoder,0.05122063198969523,1.0,220.03462094626522,1.3908682840719793,1.0636125331575696e-06,222.74958244622,20.605467876045033,1.0192753627806088,1.4142139304020107,0.01995510102269893
0.025,8.0,3,0.25,medium,False,periodic_representation_bias,0.521861434335958,1,True,missed,wsola,WSOLA,0.571022032847564,phase_vocoder,Phase Vocoder,0.00325280566294456,1.0,220.03462094626522,1.3908682840719793,1.0636125331575696e-06,222.74958244622,20.605467876045033,1.0192753627806088,1.4142139304020107,0.01995510102269893
0.025,8.0,7,0.33,high,True,periodic_representation_bias|moderate_shift,0.521861434335958,1,True,caught,wsola,WSOLA,0.5883309854039233,phase_vocoder,Phase Vocoder,0.04318418128281423,1.0,220.03462094626522,1.3908682840719793,1.0636125331575696e-06,222.74958244622,20.605467876045033,1.0192753627806088,1.4142139304020107,0.01995510102269893
0.025,8.0,12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,0,False,false_alarm,wsola,WSOLA,0.4487025387100996,psola,PSOLA,0.07753030631068382,1.0,220.03462094626522,1.3908682840719793,1.0636125331575696e-06,222.74958244622,20.605467876045033,1.0192753627806088,1.4142139304020107,0.01995510102269893
0.05,8.0,-12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,1,True,caught,wsola,WSOLA,0.5962951362050434,phase_vocoder,Phase Vocoder,0.05117696135953764,1.0,220.0503827280591,2.752656407988662,1.0637424203999774e-06,222.75219047507048,20.602093530677212,1.0194392638202423,1.4142150344117264,0.01995510102269893
0.05,8.0,3,0.25,medium,False,periodic_representation_bias,0.521861434335958,0,False,safe,wsola,WSOLA,0.5101054001752583,phase_vocoder,Phase Vocoder,0.003451839611812443,1.0,220.0503827280591,2.752656407988662,1.0637424203999774e-06,222.75219047507048,20.602093530677212,1.0194392638202423,1.4142150344117264,0.01995510102269893
0.05,8.0,7,0.33,high,True,periodic_representation_bias|moderate_shift,0.521861434335958,1,True,caught,wsola,WSOLA,0.5912057499112833,phase_vocoder,Phase Vocoder,0.04355778121689943,1.0,220.0503827280591,2.752656407988662,1.0637424203999774e-06,222.75219047507048,20.602093530677212,1.0194392638202423,1.4142150344117264,0.01995510102269893
0.05,8.0,12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,0,False,false_alarm,wsola,WSOLA,0.47008732876312864,phase_vocoder,Phase Vocoder,0.0834933636019566,1.0,220.0503827280591,2.752656407988662,1.0637424203999774e-06,222.75219047507048,20.602093530677212,1.0194392638202423,1.4142150344117264,0.01995510102269893
0.1,8.0,-12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,1,True,caught,wsola,WSOLA,0.6007908008893893,phase_vocoder,Phase Vocoder,0.051247839318592336,1.0,220.05949158295957,5.603316877948868,1.0640662646518265e-06,222.76284800364874,20.58800663354708,1.0205550249994098,1.4142194420297813,0.01995510102269893
0.1,8.0,3,0.25,medium,False,periodic_representation_bias,0.521861434335958,1,True,missed,wsola,WSOLA,0.5278167047168434,phase_vocoder,Phase Vocoder,0.0029597985188808303,1.0,220.05949158295957,5.603316877948868,1.0640662646518265e-06,222.76284800364874,20.58800663354708,1.0205550249994098,1.4142194420297813,0.01995510102269893
0.1,8.0,7,0.33,high,True,periodic_representation_bias|moderate_shift,0.521861434335958,1,True,caught,wsola,WSOLA,0.560464680128826,phase_vocoder,Phase Vocoder,0.04434874892352563,1.0,220.05949158295957,5.603316877948868,1.0640662646518265e-06,222.76284800364874,20.58800663354708,1.0205550249994098,1.4142194420297813,0.01995510102269893
0.1,8.0,12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,0,False,false_alarm,wsola,WSOLA,0.47144954441823334,phase_vocoder,Phase Vocoder,0.08542201219957342,1.0,220.05949158295957,5.603316877948868,1.0640662646518265e-06,222.76284800364874,20.58800663354708,1.0205550249994098,1.4142194420297813,0.01995510102269893
0.2,8.0,-12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,2,True,caught,wsola,WSOLA,0.6449282963792028,phase_vocoder,Phase Vocoder,0.05163472952852841,1.0,220.08591368301282,11.428647112751607,1.0625011393800097e-06,222.80343434944405,20.52868062064526,1.0236619638418907,1.4142368558532554,0.01995510102269893
0.2,8.0,3,0.25,medium,False,periodic_representation_bias,0.521861434335958,1,True,missed,wsola,WSOLA,0.6035160254327893,phase_vocoder,Phase Vocoder,0.0013216607785060872,1.0,220.08591368301282,11.428647112751607,1.0625011393800097e-06,222.80343434944405,20.52868062064526,1.0236619638418907,1.4142368558532554,0.01995510102269893
0.2,8.0,7,0.33,high,True,periodic_representation_bias|moderate_shift,0.521861434335958,0,False,false_alarm,wsola,WSOLA,0.5187925499204541,phase_vocoder,Phase Vocoder,0.04666500256065569,1.0,220.08591368301282,11.428647112751607,1.0625011393800097e-06,222.80343434944405,20.52868062064526,1.0236619638418907,1.4142368558532554,0.01995510102269893
0.2,8.0,12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,0,False,false_alarm,wsola,WSOLA,0.4906557254483596,phase_vocoder,Phase Vocoder,0.09004131779954412,1.0,220.08591368301282,11.428647112751607,1.0625011393800097e-06,222.80343434944405,20.52868062064526,1.0236619638418907,1.4142368558532554,0.01995510102269893
0.35,8.0,-12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,2,True,caught,wsola,WSOLA,0.7063865162026532,phase_vocoder,Phase Vocoder,0.053248320687929444,1.0,220.1460979211793,20.01997365459,1.0353087284963522e-06,222.88466926005393,20.35500690072376,1.0247400675227736,1.4142807103031907,0.01995510102269893
0.35,8.0,3,0.25,medium,False,periodic_representation_bias,0.521861434335958,1,True,missed,wsola,WSOLA,0.6179630794207241,phase_vocoder,Phase Vocoder,0.0013140606675549078,1.0,220.1460979211793,20.01997365459,1.0353087284963522e-06,222.88466926005393,20.35500690072376,1.0247400675227736,1.4142807103031907,0.01995510102269893
0.35,8.0,7,0.33,high,True,periodic_representation_bias|moderate_shift,0.521861434335958,0,False,false_alarm,wsola,WSOLA,0.4976808961377516,phase_vocoder,Phase Vocoder,0.049455272919065346,1.0,220.1460979211793,20.01997365459,1.0353087284963522e-06,222.88466926005393,20.35500690072376,1.0247400675227736,1.4142807103031907,0.01995510102269893
0.35,8.0,12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,0,False,false_alarm,wsola,WSOLA,0.5034193561775046,phase_vocoder,Phase Vocoder,0.09574684601027794,1.0,220.1460979211793,20.01997365459,1.0353087284963522e-06,222.88466926005393,20.35500690072376,1.0247400675227736,1.4142807103031907,0.01995510102269893
0.5,8.0,-12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,2,True,caught,wsola,WSOLA,0.7045087653404578,phase_vocoder,Phase Vocoder,0.053688038294193774,1.0,220.2310327258873,28.640626703796286,9.348905970867813e-07,222.92688855696943,20.265776981801704,1.0264391269113562,1.4143255904409915,0.01995510102269893
0.5,8.0,3,0.25,medium,False,periodic_representation_bias,0.521861434335958,1,True,missed,wsola,WSOLA,0.6274438071630037,phase_vocoder,Phase Vocoder,0.003196522996258725,1.0,220.2310327258873,28.640626703796286,9.348905970867813e-07,222.92688855696943,20.265776981801704,1.0264391269113562,1.4143255904409915,0.01995510102269893
0.5,8.0,7,0.33,high,True,periodic_representation_bias|moderate_shift,0.521861434335958,0,False,false_alarm,rubber_band,Rubber Band,0.37775486736578084,phase_vocoder,Phase Vocoder,0.05141027538458184,1.0,220.2310327258873,28.640626703796286,9.348905970867813e-07,222.92688855696943,20.265776981801704,1.0264391269113562,1.4143255904409915,0.01995510102269893
0.5,8.0,12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,0,False,false_alarm,wsola,WSOLA,0.47923284899143476,phase_vocoder,Phase Vocoder,0.0999817753637729,1.0,220.2310327258873,28.640626703796286,9.348905970867813e-07,222.92688855696943,20.265776981801704,1.0264391269113562,1.4143255904409915,0.01995510102269893
0.75,8.0,-12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,2,True,caught,wsola,WSOLA,0.7111781901301321,phase_vocoder,Phase Vocoder,0.0536159712295885,1.0,220.427987482151,43.10185962697326,6.240173163960046e-07,222.50896104357489,19.558203840805824,1.0273523300570198,1.4142653219528416,0.01995510102269893
0.75,8.0,3,0.25,medium,False,periodic_representation_bias,0.521861434335958,1,True,missed,wsola,WSOLA,0.6113526240379268,phase_vocoder,Phase Vocoder,0.005726152559480893,1.0,220.427987482151,43.10185962697326,6.240173163960046e-07,222.50896104357489,19.558203840805824,1.0273523300570198,1.4142653219528416,0.01995510102269893
0.75,8.0,7,0.33,high,True,periodic_representation_bias|moderate_shift,0.521861434335958,1,True,caught,wsola,WSOLA,0.5248693699623997,phase_vocoder,Phase Vocoder,0.05593638974151279,1.0,220.427987482151,43.10185962697326,6.240173163960046e-07,222.50896104357489,19.558203840805824,1.0273523300570198,1.4142653219528416,0.01995510102269893
0.75,8.0,12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,0,False,false_alarm,rubber_band,Rubber Band,0.42642045986311516,phase_vocoder,Phase Vocoder,0.10467639906227251,1.0,220.427987482151,43.10185962697326,6.240173163960046e-07,222.50896104357489,19.558203840805824,1.0273523300570198,1.4142653219528416,0.01995510102269893
1.0,8.0,-12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,2,True,caught,wsola,WSOLA,0.7071737698527146,phase_vocoder,Phase Vocoder,0.05638088311782147,1.0,220.6950323512108,58.540524367182584,7.958207671057053e-07,223.28425105210667,21.096345474678515,1.024782256622278,1.4140778049946754,0.01995510102269893
1.0,8.0,3,0.25,medium,False,periodic_representation_bias,0.521861434335958,0,False,safe,wsola,WSOLA,0.408113080923806,phase_vocoder,Phase Vocoder,0.007344011595436063,1.0,220.6950323512108,58.540524367182584,7.958207671057053e-07,223.28425105210667,21.096345474678515,1.024782256622278,1.4140778049946754,0.01995510102269893
1.0,8.0,7,0.33,high,True,periodic_representation_bias|moderate_shift,0.521861434335958,0,False,false_alarm,wsola,WSOLA,0.47403734913164436,phase_vocoder,Phase Vocoder,0.06375285058014986,1.0,220.6950323512108,58.540524367182584,7.958207671057053e-07,223.28425105210667,21.096345474678515,1.024782256622278,1.4140778049946754,0.01995510102269893
1.0,8.0,12,0.45,high,True,periodic_representation_bias|large_shift,0.521861434335958,0,False,false_alarm,rubber_band,Rubber Band,0.41521550393768947,phase_vocoder,Phase Vocoder,0.11111166971746224,1.0,220.6950323512108,58.540524367182584,7.958207671057053e-07,223.28425105210667,21.096345474678515,1.024782256622278,1.4140778049946754,0.01995510102269893
