signal_family,signal_name,signal_label,algorithm,algorithm_label,implementation,shift_semitones,rms_error,spectral_distance,spectral_centroid_difference,rms_error_normalized,spectral_distance_normalized,spectral_centroid_difference_normalized,composite_stress
harmonic,saw,harmonic / saw,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,-12,0.5332110902007152,0.6833201005494087,464.1115189753029,0.0006150742843723959,0.22878219616033774,0.14443859403367415,0.1246119548261281
harmonic,square,harmonic / square,phase_vocoder,Phase Vocoder,local phase vocoder,3,1.037411313657616,0.9725105060616916,168.87059376193994,0.0012206069300558767,0.3664857610598931,0.05216655123087084,0.13995763974027328
harmonic,square,harmonic / square,wsola,WSOLA,local waveform-similarity overlap-add,3,569.4074942858554,2.3029498435656284,914.8255747561047,0.683819749210908,1.0,0.28530086310012026,0.6563735374370094
harmonic,square,harmonic / square,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,219.05348583504062,2.1060882273115826,369.22336503881945,0.26305280030222866,0.9062605610927885,0.11478307186926284,0.42803214442142673
harmonic,square,harmonic / square,psola,PSOLA,local pitch-synchronous overlap-add,3,0.9775270034945174,1.0407158996445354,599.4182686887501,0.0011486872777412226,0.39896306896053824,0.1867261942098516,0.195612650149377
harmonic,square,harmonic / square,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,3,0.9775270034945174,1.0407158996445354,599.4182686887501,0.0011486872777412226,0.39896306896053824,0.1867261942098516,0.195612650149377
harmonic,square,harmonic / square,phase_vocoder,Phase Vocoder,local phase vocoder,7,1.0360443343529675,1.0028411654225309,241.1546959940324,0.0012189652199644707,0.38092828695331954,0.07475759876366717,0.15230161697898373
harmonic,square,harmonic / square,wsola,WSOLA,local waveform-similarity overlap-add,7,417.1352425846857,2.274394517016607,728.4105448017785,0.5009443454583906,0.9864028329165846,0.2270403234726929,0.5714625006158894
harmonic,square,harmonic / square,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,162.60185857730076,2.102167953423429,378.82974901883006,0.19525571966599026,0.9043938474000397,0.11778536795386942,0.40581164500663314
harmonic,square,harmonic / square,psola,PSOLA,local pitch-synchronous overlap-add,7,0.8901516677882833,1.0713811937991875,1101.207289102461,0.0010437515483698117,0.41356493763702085,0.343550990555853,0.2527198932470812
harmonic,square,harmonic / square,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,7,0.8901516677882833,1.0713811937991875,1101.207289102461,0.0010437515483698117,0.41356493763702085,0.343550990555853,0.2527198932470812
harmonic,square,harmonic / square,phase_vocoder,Phase Vocoder,local phase vocoder,12,1.0353915279528232,0.9917365664719014,506.87453151443196,0.0012181812147851626,0.3756406189216891,0.1578033757641737,0.17822072530021602
harmonic,square,harmonic / square,wsola,WSOLA,local waveform-similarity overlap-add,12,177.0386299312781,2.129394285917286,399.95970834792354,0.21259394354293518,0.9173581884434545,0.12438914251603964,0.4181137581674765
harmonic,square,harmonic / square,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,67.88689766955841,1.9497887623551682,309.19940854638395,0.08150527253003169,0.8318355694397469,0.09602370414725392,0.33645484870567754
harmonic,square,harmonic / square,psola,PSOLA,local pitch-synchronous overlap-add,12,0.9001169008745827,1.1728083601557915,2570.087472810794,0.0010557195596376909,0.46186143060062085,0.8026220867644025,0.42184641230822034
harmonic,square,harmonic / square,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,12,0.9111445445984844,0.8283686711078383,267.958392786375,0.0010689635011695015,0.2978498583951835,0.08313459411385128,0.12735113867006811
harmonic,square,harmonic / square,phase_vocoder,Phase Vocoder,local phase vocoder,-12,1.253861479939483,1.1203287089033085,1707.4653124308663,0.0014805585043504326,0.4368722368915461,0.5330256246624718,0.3237928066861228
harmonic,square,harmonic / square,wsola,WSOLA,local waveform-similarity overlap-add,-12,832.6767899000986,2.2524644383415464,1744.191732960796,1.0,0.9759604048327964,0.5445037821864749,0.8401547290064237
harmonic,square,harmonic / square,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,250.60412156408864,2.0399266070265165,1528.0131688328097,0.30094437400090496,0.8747564350943989,0.4769412052576472,0.5508806714509836
harmonic,square,harmonic / square,psola,PSOLA,local pitch-synchronous overlap-add,-12,0.781990532855476,0.7430726135006336,454.4632240164327,0.0009138525615210102,0.2572345026278185,0.14142319945456705,0.1331905182146355
harmonic,square,harmonic / square,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,-12,1.1535525615443243,1.0323992236372492,1659.680669761216,0.001360089845441437,0.3950029239747833,0.5180914261242975,0.3048181466481741
inharmonic,bell_resonator,inharmonic / bell_resonator,phase_vocoder,Phase Vocoder,local phase vocoder,3,0.09311557228130384,0.2609770172660812,205.78764260767593,8.652988688669585e-05,0.02767542681313051,0.06370428607838632,0.030488747592801176
inharmonic,bell_resonator,inharmonic / bell_resonator,wsola,WSOLA,local waveform-similarity overlap-add,3,70.73038201019597,1.480261972923757,533.1382704336181,0.08492023054798066,0.6082613723428032,0.16601161735521144,0.2863977400819984
inharmonic,bell_resonator,inharmonic / bell_resonator,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,21.386980945224764,1.3900829033925244,504.99986743942867,0.025659962892730075,0.5653208766794774,0.15721748448353715,0.24939944135191486
inharmonic,bell_resonator,inharmonic / bell_resonator,psola,PSOLA,local pitch-synchronous overlap-add,3,0.07692061176709684,0.24193155696198204,1531.4041136129156,6.708011905503694e-05,0.018606565159917637,0.4780009817830925,0.1655582090206884
inharmonic,bell_resonator,inharmonic / bell_resonator,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,3,0.08380401505317343,0.22480212213537187,233.94212342032927,7.534692499682488e-05,0.010450055831192236,0.07250344377225428,0.027676282176147777
inharmonic,bell_resonator,inharmonic / bell_resonator,phase_vocoder,Phase Vocoder,local phase vocoder,7,0.09280600315707227,0.2665856980156342,108.29201650511658,8.615810162739423e-05,0.030346107855362237,0.03323384713662986,0.02122203769787316
inharmonic,bell_resonator,inharmonic / bell_resonator,wsola,WSOLA,local waveform-similarity overlap-add,7,53.999729486184684,1.4692234286123502,336.29963034740985,0.06482710917366705,0.603005157496084,0.10449337285657195,0.25744187984210765
inharmonic,bell_resonator,inharmonic / bell_resonator,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,16.95752629360915,1.3325254451347643,336.31304109213085,0.020340291719761868,0.5379137876558608,0.10449756413462738,0.2209172145034167
inharmonic,bell_resonator,inharmonic / bell_resonator,psola,PSOLA,local pitch-synchronous overlap-add,7,0.07425836453645358,0.2275195519683004,2482.7223139081534,6.388282255647096e-05,0.011744012228866597,0.7753177363397029,0.26237521046370865
inharmonic,bell_resonator,inharmonic / bell_resonator,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,7,0.08352540284136505,0.2295106609966941,93.87082140464678,7.501231826345345e-05,0.012692117027944575,0.028726771667277214,0.013831300337828414
inharmonic,bell_resonator,inharmonic / bell_resonator,phase_vocoder,Phase Vocoder,local phase vocoder,12,0.0931700838681044,0.2615753872501699,235.5784578310202,8.659535402423386e-05,0.027960352171535606,0.07301484956287717,0.03368726569614567
inharmonic,bell_resonator,inharmonic / bell_resonator,wsola,WSOLA,local waveform-similarity overlap-add,12,28.53482661618661,1.3391472269948401,283.63468492871806,0.034244357938014544,0.5410668762464189,0.0880339267470294,0.22111505364382092
inharmonic,bell_resonator,inharmonic / bell_resonator,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,12.374836356274638,1.239807524531693,306.3029005101621,0.014836588561767458,0.4937643693011964,0.09511845460129825,0.20123980415475407
inharmonic,bell_resonator,inharmonic / bell_resonator,psola,PSOLA,local pitch-synchronous overlap-add,12,0.06992017609055552,0.21848567457850487,3201.6334530477275,5.8672759956523075e-05,0.007442358032432694,1.0,0.3358336769307964
inharmonic,bell_resonator,inharmonic / bell_resonator,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,12,0.08385307548129395,0.22756017092283304,181.74175201985503,7.540584542060912e-05,0.011763353724071907,0.05618919160444952,0.022675983724647342
inharmonic,bell_resonator,inharmonic / bell_resonator,phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.10193964014468132,0.2753245090912441,2263.885533767095,9.712738548034391e-05,0.03450726056014688,0.70692438359089,0.2471762571788391
inharmonic,bell_resonator,inharmonic / bell_resonator,wsola,WSOLA,local waveform-similarity overlap-add,-12,103.80924968628742,1.4852262556880829,2187.7096396288166,0.12464717498046292,0.6106252109100134,0.6831170291078034,0.47279647166609323
inharmonic,bell_resonator,inharmonic / bell_resonator,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,37.329986485550464,1.3550692679010088,2222.62842572496,0.04480713870869843,0.5486484617743761,0.6940302442149461,0.42916194823267356
inharmonic,bell_resonator,inharmonic / bell_resonator,psola,PSOLA,local pitch-synchronous overlap-add,-12,0.09609260845930814,0.3425646501384232,1017.5249954622449,9.010523752974546e-05,0.06652494493021914,0.317397650956925,0.12800423370822464
inharmonic,bell_resonator,inharmonic / bell_resonator,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,-12,0.09174567613021319,0.23831898144309102,1961.9397863337938,8.488467373110817e-05,0.01688636795441586,0.6125568736965369,0.20984270877489464
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,phase_vocoder,Phase Vocoder,local phase vocoder,3,0.09690930388653933,0.27363528820744143,246.86806528949631,9.108606958764947e-05,0.0337029055982651,0.07654320574142029,0.03677906580309102
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,wsola,WSOLA,local waveform-similarity overlap-add,3,20.602271470260323,1.2926377684797346,575.8134736973444,0.024717545213479027,0.5189205044546826,0.17934895593496014,0.24099566853437393
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,14.046623199410009,1.1825175351384205,583.9282975561466,0.016844365359647298,0.46648464071360235,0.18188509273203693,0.22173803293509553
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,psola,PSOLA,local pitch-synchronous overlap-add,3,0.07992761118808643,0.24682918676033777,816.4214961463454,7.069145485032177e-05,0.020938665637446202,0.2545465042764298,0.09185195378957543
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,3,0.0872183734978854,0.23378252296496266,203.96758668843822,7.944748942768318e-05,0.014726246136575834,0.06313546155799833,0.02598038506133395
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,phase_vocoder,Phase Vocoder,local phase vocoder,7,0.09704271036893113,0.2806621848958386,869.279968039105,9.124628764483353e-05,0.03704889739373659,0.2710664334747777,0.1027355257187197
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,wsola,WSOLA,local waveform-similarity overlap-add,7,14.15125718232531,1.15111944071928,1120.4790684286559,0.016970028319629144,0.4515338351192416,0.34957402562657613,0.2726926296884823
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,7.053983965510808,1.039471440722069,1127.0980310519853,0.008446369605932525,0.39837049594729773,0.35164265890310664,0.2528198414854456
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,psola,PSOLA,local pitch-synchronous overlap-add,7,0.07554255951738333,0.23493442651715143,1215.0313451277086,6.542511061625065e-05,0.015274747132920674,0.37912457562696145,0.13148824929016611
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,7,7.053983965510808,1.039471440722069,1127.0980310519853,0.008446369605932525,0.39837049594729773,0.35164265890310664,0.2528198414854456
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,phase_vocoder,Phase Vocoder,local phase vocoder,12,0.09724620025961983,0.31532286971175266,1751.0577928747502,9.149067423203843e-05,0.053553248056948805,0.5466496411110436,0.2000981266140748
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,wsola,WSOLA,local waveform-similarity overlap-add,12,22.547130884966997,1.271110323924,2054.97634401991,0.027053275766701256,0.5086697983385827,0.6416337139985203,0.3924522627012681
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,11.651294588848504,1.1444080879358567,2061.050141852031,0.013967631864985074,0.4483380956135038,0.643531966190814,0.36861256455643426
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,psola,PSOLA,local pitch-synchronous overlap-add,12,0.0732705126248087,0.2226286186474241,1272.3051603842018,6.269643557413169e-05,0.009415100407682118,0.3970244380156456,0.13550074495296727
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,12,0.08752158023365784,0.26453884176875403,1502.371082164433,7.981163360763322e-05,0.029371457947689722,0.46892724947930187,0.16612617302019975
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.10099672758884098,0.3127077600308007,817.5956548974077,9.599496961056995e-05,0.05230801336448896,0.25491346568754514,0.10243915800721488
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,wsola,WSOLA,local waveform-similarity overlap-add,-12,33.75207508606681,1.2336051689364793,774.7775022050016,0.04051015101421436,0.4908109985808827,0.24153145093090042,0.25761753350866584
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,25.86748940610398,1.1959340922804769,798.6859131017852,0.031040948493493755,0.4728731920345461,0.24900357869239131,0.25097257307347703
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,psola,PSOLA,local pitch-synchronous overlap-add,-12,0.09628517293751546,0.3958872213021121,1432.0490562917569,9.033650295274363e-05,0.09191551114158097,0.4469494123057659,0.17965175331676653
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,-12,0.0908970548299569,0.2625456039018951,735.6514641006386,8.386549944831163e-05,0.02842233946129649,0.2293033377041827,0.0859365142216425
noise,white_noise,noise / white_noise,phase_vocoder,Phase Vocoder,local phase vocoder,3,0.2389966156403345,0.8116528431572739,263.1478947289417,0.00026172959928391057,0.28989029592296806,0.08163116269648424,0.1239277294062454
noise,white_noise,noise / white_noise,wsola,WSOLA,local waveform-similarity overlap-add,3,106.94711209245865,1.7720302816514781,298.2722438649569,0.12841567415242336,0.7471924553617894,0.09260862269650563,0.3227389174035728
noise,white_noise,noise / white_noise,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,78.06201569833917,1.821990345789792,260.4417317273868,0.0937253506923651,0.770981899282895,0.08078540193980599,0.31516421730502203
noise,white_noise,noise / white_noise,psola,PSOLA,local pitch-synchronous overlap-add,3,0.22343110906197983,1.0583621450991745,841.9573540900494,0.00024303579086952295,0.407365667594099,0.2625272602488105,0.22337865454459302
noise,white_noise,noise / white_noise,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,3,0.21987688638910774,0.8275260689163934,256.9689100939065,0.00023876725278023666,0.29744863718126185,0.07970003633143236,0.12579581358849148
noise,white_noise,noise / white_noise,phase_vocoder,Phase Vocoder,local phase vocoder,7,0.24095091691245993,0.8177423191058084,73.52350497450597,0.0002640766692864963,0.29278991683189093,0.022367597541239896,0.10514053034747245
noise,white_noise,noise / white_noise,wsola,WSOLA,local waveform-similarity overlap-add,7,69.69377897834889,1.651872086605798,126.05577358168885,0.08367529461341432,0.6899768233964908,0.038785577988724784,0.2708125653328766
noise,white_noise,noise / white_noise,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,72.81046634722712,1.8071837880554678,63.51416574571867,0.0874183630621066,0.7639314724878022,0.019239365311649805,0.29019640028718624
noise,white_noise,noise / white_noise,psola,PSOLA,local pitch-synchronous overlap-add,7,0.21743001923342176,1.2627178860723645,1766.5388077182392,0.00023582862270137632,0.5046735778957884,0.551487943467795,0.3521324499954282
noise,white_noise,noise / white_noise,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,7,0.22167484355946313,0.8328055772807809,75.86197309489198,0.0002409265571826155,0.29996257647120933,0.023098442122970273,0.10776731505045407
noise,white_noise,noise / white_noise,phase_vocoder,Phase Vocoder,local phase vocoder,12,0.250365419852364,0.7825103604947405,82.27883485513804,0.0002753832665622952,0.2760135431809623,0.02510391254538276,0.10046427966430244
noise,white_noise,noise / white_noise,wsola,WSOLA,local waveform-similarity overlap-add,12,25.461455161334154,1.4912076174426707,104.18415334491377,0.030553310886378367,0.6134733511693748,0.03195001114718372,0.22532555773431232
noise,white_noise,noise / white_noise,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,30.65825492696682,1.6199477481234825,95.096857797949,0.036794545548266284,0.6747754365859999,0.029109946467582495,0.24689330953394958
noise,white_noise,noise / white_noise,psola,PSOLA,local pitch-synchronous overlap-add,12,0.21360666107087586,1.4276357513043347,2638.7749892914862,0.00023123685919978825,0.5832023863389239,0.8240890885228627,0.46917423724032875
noise,white_noise,noise / white_noise,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,12,0.23033618626417487,0.7961182585589418,78.93698402760542,0.00025132862667635056,0.28249320515629944,0.024059479418857936,0.10226800440061125
noise,white_noise,noise / white_noise,phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.2382796828515766,1.1367982523121154,2471.2711482261243,0.00026086857981553877,0.4447145262498089,0.7717388881526144,0.4055714276607463
noise,white_noise,noise / white_noise,wsola,WSOLA,local waveform-similarity overlap-add,-12,254.0173580044564,1.9685942905656653,2380.592276243027,0.3050435909308551,0.8407901828191822,0.7433988985292667,0.6297442240931014
noise,white_noise,noise / white_noise,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,138.4375455306783,1.9107895459886253,2358.7117335577996,0.16623494631146216,0.8132653436660084,0.7365605431429298,0.5720202777068001
noise,white_noise,noise / white_noise,psola,PSOLA,local pitch-synchronous overlap-add,-12,0.2345474350014985,0.8849286258972804,130.13328541873597,0.0002563862376628335,0.32478196698733064,0.04005992823838969,0.12169942715446107
noise,white_noise,noise / white_noise,adaptive_selector_v0,Adaptive Selector v0,observer-state adaptive selector prototype,-12,0.2192173082234505,1.044386411200289,2177.169594357775,0.00023797511486933464,0.40071085352253616,0.679822934606202,0.3602572544145359
noise,pink_noise,noise / pink_noise,phase_vocoder,Phase Vocoder,local phase vocoder,3,0.21360344687931498,0.60705408507311,270.74120225322935,0.0002312329990310913,0.192466668357238,0.0840043092932495,0.09223407021650619
noise,pink_noise,noise / pink_noise,wsola,WSOLA,local waveform-similarity overlap-add,3,112.92009756132279,1.8452399198269678,551.0948866888248,0.13558908964357982,0.7820526304215851,0.1716236227453739,0.36308844760351294
noise,pink_noise,noise / pink_noise,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,34.60143797256881,1.6105870671591007,265.01226529023637,0.041530215924703,0.6703181685919274,0.08221383693145944,0.2646874071493633
