case_id,sweep_family,case_label,ambiguity_amount,ambiguity_units,parameter_summary,algorithm,algorithm_label,implementation,shift_semitones,frame_index,time_seconds,observed_output_f0_hz,inferred_input_f0_hz,pitch_confidence
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,35,0.8126984126984127,223.03819703061856,446.0763940612371,0.9956836808759446
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,36,0.8359183673469388,223.04697800991866,446.0939560198373,0.9957643189221188
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,37,0.8591383219954648,223.08813960919747,446.17627921839494,0.9957981556201876
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,38,0.8823582766439909,223.08716878788468,446.17433757576936,0.9959187343537236
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,39,0.905578231292517,223.09903363280293,446.19806726560586,0.9959729926362922
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,40,0.9287981859410431,223.1394819755222,446.2789639510444,0.9959129014223295
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,41,0.9520181405895691,223.11852565640612,446.23705131281224,0.995903132199783
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,42,0.9752380952380952,223.04973714021472,446.09947428042943,0.9959781380148798
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,43,0.9984580498866213,223.04411011815344,446.0882202363069,0.9960081746856125
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,44,1.0216780045351475,223.1025073883443,446.2050147766886,0.9959748610388255
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,45,1.0448979591836736,223.13602021635464,446.2720404327093,0.9959663782261625
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,46,1.0681179138321995,223.13073195604187,446.26146391208374,0.9960018580245118
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,47,1.0913378684807256,223.14603210141678,446.29206420283356,0.9960304959929379
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,48,1.1145578231292517,223.20873575423101,446.41747150846203,0.9960138719483781
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,49,1.1377777777777778,223.26851223665147,446.53702447330295,0.9959863689107585
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,50,1.1609977324263039,223.27438872101206,446.5487774420241,0.9959913812471761
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,51,1.18421768707483,223.24065017833613,446.48130035667225,0.9960227434073238
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,52,1.207437641723356,223.2200337600438,446.4400675200876,0.9960347253458723
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,53,1.230657596371882,223.22571727222808,446.45143454445616,0.9960080594488592
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,54,1.253877551020408,223.21529037231406,446.4305807446281,0.9959912771895759
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,55,1.2770975056689342,223.18006321187067,446.36012642374135,0.9960035372005591
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,56,1.3003174603174603,223.16177581438566,446.3235516287713,0.996004275302657
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,57,1.3235374149659864,223.16838484338277,446.33676968676554,0.9959872828209387
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,58,1.3467573696145125,223.16444701499267,446.32889402998535,0.9959964514180567
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,59,1.3699773242630386,223.155437964689,446.310875929378,0.9960326232696722
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,60,1.3931972789115645,223.19118045619638,446.38236091239276,0.9960338842482745
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,61,1.4164172335600906,223.25791138473917,446.51582276947835,0.9960048143445283
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,62,1.4396371882086167,223.29230838772588,446.58461677545176,0.9960069505204393
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,63,1.4628571428571429,223.29615046453893,446.59230092907785,0.9960223364329305
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,64,1.486077097505669,223.30272661723177,446.60545323446354,0.99600628118214
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,65,1.509297052154195,223.2918881263965,446.583776252793,0.9959930792403332
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,66,1.5325170068027212,223.24987513419836,446.4997502683967,0.9960079736387909
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,67,1.555736961451247,223.21273196446938,446.42546392893877,0.9960103990985232
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,68,1.5789569160997732,223.19403244506125,446.3880648901225,0.9959997687676083
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,69,1.6021768707482993,223.18195974926425,446.3639194985285,0.9959998916590758
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,70,1.6253968253968254,223.1804004095397,446.3608008190794,0.9960017323317134
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,71,1.6486167800453515,223.1931150867029,446.3862301734058,0.9960040057261663
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,72,1.6718367346938776,223.22177888365775,446.4435577673155,0.996007082456026
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,73,1.6950566893424037,223.2672844400721,446.5345688801442,0.9959983782358285
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,74,1.7182766439909296,223.307437078687,446.614874157374,0.9959936085932969
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,75,1.7414965986394557,223.32375725563628,446.64751451127256,0.9960034020321565
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,76,1.7647165532879818,223.32376233002282,446.64752466004563,0.9960084703180903
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,77,1.787936507936508,223.31179344290322,446.62358688580645,0.99600859645448
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,78,1.811156462585034,223.2903765160896,446.5807530321792,0.9960049096354958
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,79,1.8343764172335602,223.2637647637866,446.5275295275732,0.995995410705509
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,80,1.8575963718820863,223.2323604967376,446.4647209934752,0.9959971418405922
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,81,1.8808163265306121,223.23747347190928,446.47494694381857,0.9959714686969035
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,82,1.9040362811791383,223.4548996497518,446.9097992995036,0.995816133615474
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,83,1.9272562358276644,,,0.06760860817172656
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,84,1.9504761904761905,,,0.004255993159527261
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,85,1.9736961451247166,,,0.001125599589608747
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,86,1.9969160997732427,,,0.0006734939804721841
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,0,0.0,,,0.03249303702032306
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,1,0.023219954648526078,,,0.03292412073562714
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,2,0.046439909297052155,,,0.03595480476889947
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,3,0.06965986394557823,,,0.08256147644116124
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,4,0.09287981859410431,,,0.9995749433276588
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,5,0.11609977324263039,223.2007351550278,446.4014703100556,0.9953834632936144
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,6,0.13931972789115646,223.51514406410965,447.0302881282193,0.9953300417103964
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,7,0.16253968253968254,223.42672515126557,446.85345030253114,0.9956491624309536
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,8,0.18575963718820862,223.252231074903,446.504462149806,0.9959456527708352
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,9,0.2089795918367347,223.28355800900036,446.5671160180007,0.9959344951109527
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,10,0.23219954648526078,223.34822367471864,446.6964473494373,0.9958919895154794
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,11,0.25541950113378686,223.32315158789424,446.6463031757885,0.9959403476376851
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,12,0.2786394557823129,223.30947430831893,446.61894861663785,0.995947163467647
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,13,0.301859410430839,223.33393190734262,446.66786381468523,0.9959251764260626
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,14,0.3250793650793651,223.33707417004427,446.67414834008855,0.995943252799575
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,15,0.34829931972789113,223.33509863999677,446.67019727999354,0.9959386398789077
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,16,0.37151927437641724,223.37185889119377,446.74371778238753,0.9958631994530756
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,17,0.3947392290249433,223.42010899756903,446.84021799513806,0.9958015837489306
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,18,0.4179591836734694,223.4388913293317,446.8777826586634,0.9958132414840929
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,19,0.44117913832199546,223.42637852287845,446.8527570457569,0.9958555540604289
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,20,0.46439909297052157,223.39885532143788,446.79771064287576,0.9958717951227611
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,21,0.4876190476190476,223.39318913789066,446.7863782757813,0.9958186179028073
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,22,0.5108390022675737,223.44689496063327,446.89378992126655,0.9956609052446684
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,23,0.5340589569160997,223.52535467181954,447.0507093436391,0.995458125669346
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,24,0.5572789115646258,223.57314191091672,447.14628382183344,0.9952770169024268
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,25,0.5804988662131519,223.6196606360546,447.2393212721092,0.9950159559581587
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,26,0.603718820861678,223.7351885693715,447.470377138743,0.9944649934034883
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,27,0.626938775510204,223.93214939681206,447.86429879362413,0.993468838673875
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,28,0.6501587301587302,224.30625356026403,448.61250712052805,0.9911058727312236
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,29,0.6733786848072563,224.80155192548798,449.60310385097597,0.9876395826055606
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,30,0.6965986394557823,223.82176472692385,447.6435294538477,0.9892033746139821
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,31,0.7198185941043084,222.77036751410702,445.54073502821404,0.9927054578092107
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,32,0.7430385487528345,222.55001335080138,445.10002670160276,0.9943559430404879
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,33,0.7662585034013606,222.8534104477278,445.7068208954556,0.9949499656954359
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,34,0.7894784580498866,223.03019044722578,446.06038089445155,0.9953570627478254
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,35,0.8126984126984127,223.0025920820303,446.0051841640606,0.995668554329752
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,36,0.8359183673469388,222.99712383123958,445.99424766247915,0.9957511648282171
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,37,0.8591383219954648,223.0318006815369,446.0636013630738,0.9957908732730484
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,38,0.8823582766439909,223.0359046686576,446.0718093373152,0.9959140765062898
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,39,0.905578231292517,223.0619280698522,446.1238561397044,0.9959748816887928
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,40,0.9287981859410431,223.12160560411357,446.24321120822714,0.9959266116637384
critical_beating_rate_0_5hz,critical_beating_rate,0.5 Hz,0.5,Hz beat rate,"{""beat_rate_hz"": 0.5, ""frequencies_hz"": ""440,440.5""}",wsola,WSOLA,local waveform-similarity overlap-add,-12,41,0.9520181405895691,223.12659904894153,446.25319809788306,0.9959207692628148
