depth_semitones,rate_hz,shift_semitones,selected_algorithm,selected_algorithm_label,safe_mode,guard,dry_mix,preflight_risk_score,preflight_risk_level,preflight_reasons,pitch_valid_fraction,pitch_iqr_cents,pitch_modulation_rms_cents,pitch_modulation_peak_rate_hz,pitch_modulation_peak_strength,spectral_flatness,catastrophic_threshold,fixed_catastrophic_count,fixed_catastrophic_any,adaptive_catastrophic,adaptive_composite_stress,worst_fixed_algorithm_label,worst_fixed_composite_stress,preflight_outcome
0.0,5.5,7,phase_vocoder,Phase Vocoder,True,high_risk_phase_vocoder_fallback,0.06,0.33,high,periodic_representation_bias|moderate_shift,1.0,4.2039015447302205e-06,0.33777005225322676,3.960129310344822,0.05425089090858194,1.063558721599303e-06,0.5240090363523335,1,True,False,0.02900469812175924,WSOLA,0.5877129015552617,caught
0.0,5.5,12,phase_vocoder,Phase Vocoder,True,high_risk_phase_vocoder_fallback,0.06,0.45,high,periodic_representation_bias|large_shift,1.0,4.2039015447302205e-06,0.33777005225322676,3.960129310344822,0.05425089090858194,1.063558721599303e-06,0.5240090363523335,0,False,False,0.05093908685122051,WSOLA,0.4392719651419859,false_alarm
0.025,5.5,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,2.2681051078984416,1.1596189511446924,5.44517780172413,0.47927901172670784,1.063609704004167e-06,0.5240090363523335,1,True,False,0.046059389654868575,WSOLA,0.6133757213179263,caught
0.025,5.5,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,2.2681051078984416,1.1596189511446924,5.44517780172413,0.47927901172670784,1.063609704004167e-06,0.5240090363523335,1,True,False,0.0005498969442746756,WSOLA,0.5246947021997194,caught
0.025,5.5,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,2.2681051078984416,1.1596189511446924,5.44517780172413,0.47927901172670784,1.063609704004167e-06,0.5240090363523335,1,True,False,0.029060042948817227,WSOLA,0.5876380930862709,caught
0.025,5.5,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,2.2681051078984416,1.1596189511446924,5.44517780172413,0.47927901172670784,1.063609704004167e-06,0.5240090363523335,0,False,False,0.05150327890805748,WSOLA,0.4629158231589993,false_alarm
0.05,5.5,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,4.5627840903580585,2.3255231122154787,5.44517780172413,0.4791847560233151,1.063737027230234e-06,0.5240090363523335,1,True,False,0.04611668186126555,WSOLA,0.5824299563597074,caught
0.05,5.5,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,4.5627840903580585,2.3255231122154787,5.44517780172413,0.4791847560233151,1.063737027230234e-06,0.5240090363523335,0,False,False,0.0004032396952416728,WSOLA,0.49788391951413363,false_alarm
0.05,5.5,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,4.5627840903580585,2.3255231122154787,5.44517780172413,0.4791847560233151,1.063737027230234e-06,0.5240090363523335,1,True,False,0.02950408321527694,WSOLA,0.5929851542625272,caught
0.05,5.5,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,4.5627840903580585,2.3255231122154787,5.44517780172413,0.4791847560233151,1.063737027230234e-06,0.5240090363523335,0,False,False,0.05211139158750727,WSOLA,0.4333440752169588,false_alarm
0.1,5.5,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,9.382650819260684,4.684634616330219,5.44517780172413,0.4787820458537935,1.0640562845264089e-06,0.5240090363523335,1,True,False,0.04610558746314464,WSOLA,0.5871295937474666,caught
0.1,5.5,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,9.382650819260684,4.684634616330219,5.44517780172413,0.4787820458537935,1.0640562845264089e-06,0.5240090363523335,0,False,False,0.000547608343775109,WSOLA,0.5162145008627465,false_alarm
0.1,5.5,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,9.382650819260684,4.684634616330219,5.44517780172413,0.4787820458537935,1.0640562845264089e-06,0.5240090363523335,1,True,False,0.030936003824719605,WSOLA,0.5865659839633535,caught
0.1,5.5,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,9.382650819260684,4.684634616330219,5.44517780172413,0.4787820458537935,1.0640562845264089e-06,0.5240090363523335,0,False,False,0.057280412249073216,WSOLA,0.48262600863063715,false_alarm
0.2,5.5,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,18.981384068257892,9.386686577412336,5.44517780172413,0.4779893039006054,1.062479097316404e-06,0.5240090363523335,1,True,False,0.04605901920280662,WSOLA,0.5719295024773086,caught
0.2,5.5,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,18.981384068257892,9.386686577412336,5.44517780172413,0.4779893039006054,1.062479097316404e-06,0.5240090363523335,1,True,False,0.001956407563252773,WSOLA,0.5675097218181371,caught
0.2,5.5,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,18.981384068257892,9.386686577412336,5.44517780172413,0.4779893039006054,1.062479097316404e-06,0.5240090363523335,1,True,False,0.03438579994127856,WSOLA,0.5783742919700912,caught
0.2,5.5,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,18.981384068257892,9.386686577412336,5.44517780172413,0.4779893039006054,1.062479097316404e-06,0.5240090363523335,0,False,False,0.07014860500638344,WSOLA,0.4901977570277771,false_alarm
0.35,5.5,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,32.91930474734988,16.383187551990247,5.44517780172413,0.47668998054246625,1.035214478386731e-06,0.5240090363523335,1,True,False,0.045618354537963736,WSOLA,0.6060225914596652,caught
0.35,5.5,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,32.91930474734988,16.383187551990247,5.44517780172413,0.47668998054246625,1.035214478386731e-06,0.5240090363523335,1,True,False,0.0035547365661885914,WSOLA,0.5888381254793934,caught
0.35,5.5,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,32.91930474734988,16.383187551990247,5.44517780172413,0.47668998054246625,1.035214478386731e-06,0.5240090363523335,1,True,False,0.0368908535335799,WSOLA,0.5612341754152264,caught
0.35,5.5,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,32.91930474734988,16.383187551990247,5.44517780172413,0.47668998054246625,1.035214478386731e-06,0.5240090363523335,0,False,False,0.0799304557288732,WSOLA,0.5055987814738069,false_alarm
0.5,5.5,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,46.90678642194798,23.37697301847963,5.44517780172413,0.47538945187883697,9.347399120628877e-07,0.5240090363523335,2,True,False,0.04411486841117216,WSOLA,0.6319201716389103,caught
0.5,5.5,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,46.90678642194798,23.37697301847963,5.44517780172413,0.47538945187883697,9.347399120628877e-07,0.5240090363523335,1,True,False,0.007788700156907531,WSOLA,0.5962592354815804,caught
0.5,5.5,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,46.90678642194798,23.37697301847963,5.44517780172413,0.47538945187883697,9.347399120628877e-07,0.5240090363523335,1,True,False,0.04085967628597742,WSOLA,0.5328026139779704,caught
0.5,5.5,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,46.90678642194798,23.37697301847963,5.44517780172413,0.47538945187883697,9.347399120628877e-07,0.5240090363523335,0,False,False,0.08486595543877928,WSOLA,0.5054919996728694,false_alarm
0.75,5.5,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,71.19194841438286,35.42187535598355,5.44517780172413,0.47327697267145824,6.238596136398149e-07,0.5240090363523335,0,False,False,0.04332686994147345,WSOLA,0.5069473493030983,false_alarm
0.75,5.5,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,71.19194841438286,35.42187535598355,5.44517780172413,0.47327697267145824,6.238596136398149e-07,0.5240090363523335,1,True,False,0.008897066109233085,WSOLA,0.6214609745978269,caught
0.75,5.5,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,71.19194841438286,35.42187535598355,5.44517780172413,0.47327697267145824,6.238596136398149e-07,0.5240090363523335,0,False,False,0.04585913378655116,WSOLA,0.5000058555522306,false_alarm
0.75,5.5,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,71.19194841438286,35.42187535598355,5.44517780172413,0.47327697267145824,6.238596136398149e-07,0.5240090363523335,0,False,False,0.08993131585933213,WSOLA,0.4483555366118283,false_alarm
1.0,5.5,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.7000000000000001,high,pitch_motion|periodic_representation_bias|large_shift|micro_modulation_trap,1.0,97.29835227539324,48.40394314055354,5.44517780172413,0.4711998830614032,7.959316985531578e-07,0.5240090363523335,1,True,False,0.04222426571894094,WSOLA,0.6163780096231751,caught
1.0,5.5,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.5,high,pitch_motion|periodic_representation_bias|micro_modulation_trap,1.0,97.29835227539324,48.40394314055354,5.44517780172413,0.4711998830614032,7.959316985531578e-07,0.5240090363523335,1,True,False,0.01026919580286331,WSOLA,0.5328778123519546,caught
1.0,5.5,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.5800000000000001,high,pitch_motion|periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,97.29835227539324,48.40394314055354,5.44517780172413,0.4711998830614032,7.959316985531578e-07,0.5240090363523335,1,True,False,0.05260016462406497,WSOLA,0.534784593039424,caught
1.0,5.5,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.7000000000000001,high,pitch_motion|periodic_representation_bias|large_shift|micro_modulation_trap,1.0,97.29835227539324,48.40394314055354,5.44517780172413,0.4711998830614032,7.959316985531578e-07,0.5240090363523335,0,False,False,0.09599531890675288,WSOLA,0.49988358238608704,false_alarm
0.0,8.0,-12,phase_vocoder,Phase Vocoder,True,high_risk_phase_vocoder_fallback,0.06,0.45,high,periodic_representation_bias|large_shift,1.0,4.2039015447302205e-06,0.33777005225322676,3.960129310344822,0.05425089090858194,1.063558721599303e-06,0.5240090363523335,1,True,False,0.04605102536125225,WSOLA,0.5973914677579687,caught
0.0,8.0,3,psola,PSOLA,False,stable_periodic_light_shift,0.0,0.25,medium,periodic_representation_bias,1.0,4.2039015447302205e-06,0.33777005225322676,3.960129310344822,0.05425089090858194,1.063558721599303e-06,0.5240090363523335,0,False,False,0.29516438617601753,WSOLA,0.4962888040293905,safe
0.0,8.0,7,phase_vocoder,Phase Vocoder,True,high_risk_phase_vocoder_fallback,0.06,0.33,high,periodic_representation_bias|moderate_shift,1.0,4.2039015447302205e-06,0.33777005225322676,3.960129310344822,0.05425089090858194,1.063558721599303e-06,0.5240090363523335,1,True,False,0.02900469812175924,WSOLA,0.5877129015552617,caught
0.0,8.0,12,phase_vocoder,Phase Vocoder,True,high_risk_phase_vocoder_fallback,0.06,0.45,high,periodic_representation_bias|large_shift,1.0,4.2039015447302205e-06,0.33777005225322676,3.960129310344822,0.05425089090858194,1.063558721599303e-06,0.5240090363523335,0,False,False,0.05093908685122051,WSOLA,0.4392719651419859,false_alarm
0.025,8.0,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,1.3908682840719793,0.7224722199025061,7.920258620689644,0.47085478634421934,1.0636125331575696e-06,0.5240090363523335,1,True,False,0.046122513597829345,WSOLA,0.5637705978221609,caught
0.025,8.0,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,1.3908682840719793,0.7224722199025061,7.920258620689644,0.47085478634421934,1.0636125331575696e-06,0.5240090363523335,1,True,False,0.0004807944973928631,WSOLA,0.572870678381604,caught
0.025,8.0,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,1.3908682840719793,0.7224722199025061,7.920258620689644,0.47085478634421934,1.0636125331575696e-06,0.5240090363523335,1,True,False,0.029142193890131795,WSOLA,0.5901285456422017,caught
0.025,8.0,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,1.3908682840719793,0.7224722199025061,7.920258620689644,0.47085478634421934,1.0636125331575696e-06,0.5240090363523335,0,False,False,0.05246531381811929,WSOLA,0.45194140958261153,false_alarm
0.05,8.0,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,2.752656407988662,1.4470534642144766,7.920258620689644,0.4712239637672371,1.0637424203999774e-06,0.5240090363523335,1,True,False,0.04607553855217003,WSOLA,0.5989662519500167,caught
0.05,8.0,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,2.752656407988662,1.4470534642144766,7.920258620689644,0.4712239637672371,1.0637424203999774e-06,0.5240090363523335,0,False,False,0.0005862372049414626,WSOLA,0.5122623823390217,false_alarm
0.05,8.0,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,2.752656407988662,1.4470534642144766,7.920258620689644,0.4712239637672371,1.0637424203999774e-06,0.5240090363523335,1,True,False,0.02986672620134545,WSOLA,0.5929877792322954,caught
0.05,8.0,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,2.752656407988662,1.4470534642144766,7.920258620689644,0.4712239637672371,1.0637424203999774e-06,0.5240090363523335,0,False,False,0.05425076138604643,WSOLA,0.47303299954597783,false_alarm
0.1,8.0,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,5.603316877948868,2.940560120733631,7.920258620689644,0.47138800104282697,1.0640662646518265e-06,0.5240090363523335,1,True,False,0.04614505142222855,WSOLA,0.6034469910915713,caught
0.1,8.0,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,5.603316877948868,2.940560120733631,7.920258620689644,0.47138800104282697,1.0640662646518265e-06,0.5240090363523335,1,True,False,0.0022548789216025847,WSOLA,0.5298734431581577,caught
0.1,8.0,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,5.603316877948868,2.940560120733631,7.920258620689644,0.47138800104282697,1.0640662646518265e-06,0.5240090363523335,1,True,False,0.03150160956914046,WSOLA,0.5623996592640871,caught
0.1,8.0,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,5.603316877948868,2.940560120733631,7.920258620689644,0.47138800104282697,1.0640662646518265e-06,0.5240090363523335,0,False,False,0.058988759791763566,WSOLA,0.4743775645926778,false_alarm
0.2,8.0,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,11.428647112751607,5.906171470150252,7.920258620689644,0.471423228741173,1.0625011393800097e-06,0.5240090363523335,2,True,False,0.046493652506877835,WSOLA,0.6474530421519793,caught
0.2,8.0,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,11.428647112751607,5.906171470150252,7.920258620689644,0.471423228741173,1.0625011393800097e-06,0.5240090363523335,1,True,False,0.0026728234296122043,WSOLA,0.6052388720910646,caught
0.2,8.0,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,11.428647112751607,5.906171470150252,7.920258620689644,0.471423228741173,1.0625011393800097e-06,0.5240090363523335,0,False,False,0.03576321741385217,WSOLA,0.5209735989308041,false_alarm
0.2,8.0,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,11.428647112751607,5.906171470150252,7.920258620689644,0.471423228741173,1.0625011393800097e-06,0.5240090363523335,0,False,False,0.07103942853425992,WSOLA,0.49337157414277627,false_alarm
0.35,8.0,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,20.01997365459,10.276648792034267,7.920258620689644,0.4713755905352138,1.0353087284963522e-06,0.5240090363523335,2,True,False,0.046239957245420606,WSOLA,0.708751105288073,caught
0.35,8.0,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,20.01997365459,10.276648792034267,7.920258620689644,0.4713755905352138,1.0353087284963522e-06,0.5240090363523335,1,True,False,0.003369701102998188,WSOLA,0.6196335275040692,caught
0.35,8.0,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,20.01997365459,10.276648792034267,7.920258620689644,0.4713755905352138,1.0353087284963522e-06,0.5240090363523335,0,False,False,0.04021605043486181,WSOLA,0.5000082406134355,false_alarm
0.35,8.0,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,20.01997365459,10.276648792034267,7.920258620689644,0.4713755905352138,1.0353087284963522e-06,0.5240090363523335,0,False,False,0.0821514732897267,WSOLA,0.5060063008142236,false_alarm
0.5,8.0,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,28.640626703796286,14.645296579681593,7.920258620689644,0.4713466908629969,9.348905970867813e-07,0.5240090363523335,2,True,False,0.04563215289878383,WSOLA,0.706850315498711,caught
0.5,8.0,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,28.640626703796286,14.645296579681593,7.920258620689644,0.4713466908629969,9.348905970867813e-07,0.5240090363523335,1,True,False,0.005762589765814233,WSOLA,0.6290698134717647,caught
0.5,8.0,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,28.640626703796286,14.645296579681593,7.920258620689644,0.4713466908629969,9.348905970867813e-07,0.5240090363523335,0,False,False,0.04210792094138365,Rubber Band,0.38199668859314767,false_alarm
0.5,8.0,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,28.640626703796286,14.645296579681593,7.920258620689644,0.4713466908629969,9.348905970867813e-07,0.5240090363523335,0,False,False,0.08812788058510453,WSOLA,0.48204040385763164,false_alarm
0.75,8.0,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,43.10185962697326,22.489257828920618,7.920258620689644,0.47147296311254744,6.240173163960046e-07,0.5240090363523335,2,True,False,0.04436507328179869,WSOLA,0.7133912558227523,caught
0.75,8.0,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,43.10185962697326,22.489257828920618,7.920258620689644,0.47147296311254744,6.240173163960046e-07,0.5240090363523335,1,True,False,0.008942340419424695,WSOLA,0.6129600590989449,caught
0.75,8.0,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,43.10185962697326,22.489257828920618,7.920258620689644,0.47147296311254744,6.240173163960046e-07,0.5240090363523335,1,True,False,0.047099089544968525,WSOLA,0.5268762535279358,caught
0.75,8.0,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,43.10185962697326,22.489257828920618,7.920258620689644,0.47147296311254744,6.240173163960046e-07,0.5240090363523335,0,False,False,0.09360914836330943,Rubber Band,0.4303242249060275,false_alarm
1.0,8.0,-12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,58.540524367182584,31.67085752361274,7.920258620689644,0.47159020497505255,7.958207671057053e-07,0.5240090363523335,2,True,False,0.04520912236839338,WSOLA,0.7094359425113642,caught
1.0,8.0,3,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.35,high,periodic_representation_bias|micro_modulation_trap,1.0,58.540524367182584,31.67085752361274,7.920258620689644,0.47159020497505255,7.958207671057053e-07,0.5240090363523335,0,False,False,0.012192293749004464,WSOLA,0.4113320623071388,false_alarm
1.0,8.0,7,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.43000000000000005,high,periodic_representation_bias|moderate_shift|micro_modulation_trap,1.0,58.540524367182584,31.67085752361274,7.920258620689644,0.47159020497505255,7.958207671057053e-07,0.5240090363523335,0,False,False,0.05689150909619322,WSOLA,0.4764685257954097,false_alarm
1.0,8.0,12,phase_vocoder,Phase Vocoder,True,micro_modulation_phase_vocoder_guard,0.06,0.55,high,periodic_representation_bias|large_shift|micro_modulation_trap,1.0,58.540524367182584,31.67085752361274,7.920258620689644,0.47159020497505255,7.958207671057053e-07,0.5240090363523335,0,False,False,0.10097984131599465,Rubber Band,0.41932681408488354,false_alarm
