selected_algorithm,selected_algorithm_label,safe_mode,guard,dry_mix,preflight_risk_score,preflight_risk_level,preflight_reasons,pitch_valid_fraction,pitch_iqr_cents,pitch_modulation_rms_cents,pitch_modulation_peak_rate_hz,pitch_modulation_peak_strength,spectral_flatness,signal_family,signal_name,signal_label,case_id,case_label,shift_semitones,policy,policy_label,guard_applied,rms_error,spectral_distance,spectral_centroid_difference,shift_retention,rms_error_normalized,spectral_distance_normalized,spectral_centroid_difference_normalized,composite_stress,catastrophic_threshold,catastrophic
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.1,0.53,high,periodic_representation_bias|broadband_structure|high_centroid,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:3,harmonic / square +3,3,forced_everywhere,Forced Everywhere,True,0.9336701822918544,0.8546598467930879,213.81672237606728,0.8788181119545377,0.001093818693528027,0.30519794088075447,0.06583039738744992,0.12404071898724416,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.61,high,periodic_representation_bias|broadband_structure|high_centroid|moderate_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:7,harmonic / square +7,7,no_guard,No Guard,False,1.0360443343529675,1.0028411654225309,241.1546959940324,1.0,0.0012167679201288435,0.37628638693518907,0.07437787745500608,0.150627010770108,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.61,high,periodic_representation_bias|broadband_structure|high_centroid|moderate_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:7,harmonic / square +7,7,current_v3,Current v3,False,1.0360443343529675,1.0028411654225309,241.1546959940324,1.0,0.0012167679201288435,0.37628638693518907,0.07437787745500608,0.150627010770108,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.61,high,periodic_representation_bias|broadband_structure|high_centroid|moderate_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:7,harmonic / square +7,7,noise_only,Noise Only,False,1.0360443343529675,1.0028411654225309,241.1546959940324,1.0,0.0012167679201288435,0.37628638693518907,0.07437787745500608,0.150627010770108,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.61,high,periodic_representation_bias|broadband_structure|high_centroid|moderate_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:7,harmonic / square +7,7,noise_plus_transient,Noise + Transient,False,1.0360443343529675,1.0028411654225309,241.1546959940324,1.0,0.0012167679201288435,0.37628638693518907,0.07437787745500608,0.150627010770108,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.1,0.61,high,periodic_representation_bias|broadband_structure|high_centroid|moderate_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:7,harmonic / square +7,7,forced_everywhere,Forced Everywhere,True,0.9324399009176707,0.8762002701854968,114.20459601974007,0.873717893118522,0.0010923411511952028,0.31553173491419945,0.034685709181368866,0.11710326174892118,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.73,high,periodic_representation_bias|broadband_structure|high_centroid|large_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:12,harmonic / square +12,12,no_guard,No Guard,False,1.0353915279528232,0.9917365664719014,506.87453151443196,1.0,0.0012159839132247384,0.37095907111184956,0.15745773660639467,0.1765442638771563,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.73,high,periodic_representation_bias|broadband_structure|high_centroid|large_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:12,harmonic / square +12,12,current_v3,Current v3,False,1.0353915279528232,0.9917365664719014,506.87453151443196,1.0,0.0012159839132247384,0.37095907111184956,0.15745773660639467,0.1765442638771563,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.73,high,periodic_representation_bias|broadband_structure|high_centroid|large_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:12,harmonic / square +12,12,noise_only,Noise Only,False,1.0353915279528232,0.9917365664719014,506.87453151443196,1.0,0.0012159839132247384,0.37095907111184956,0.15745773660639467,0.1765442638771563,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.73,high,periodic_representation_bias|broadband_structure|high_centroid|large_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:12,harmonic / square +12,12,noise_plus_transient,Noise + Transient,False,1.0353915279528232,0.9917365664719014,506.87453151443196,1.0,0.0012159839132247384,0.37095907111184956,0.15745773660639467,0.1765442638771563,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.1,0.73,high,periodic_representation_bias|broadband_structure|high_centroid|large_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:12,harmonic / square +12,12,forced_everywhere,Forced Everywhere,True,0.9318523751575409,0.8491920933794161,300.11415880031143,0.8562678054721864,0.0010916355449815084,0.3025748430626094,0.09281211988178625,0.1321595328297924,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.73,high,periodic_representation_bias|broadband_structure|high_centroid|large_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:-12,harmonic / square -12,-12,no_guard,No Guard,False,1.253861479939483,1.1203287089033085,1707.4653124308663,1.0,0.0014783617800152012,0.4326498136751492,0.5328339774566396,0.322320717637268,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.73,high,periodic_representation_bias|broadband_structure|high_centroid|large_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:-12,harmonic / square -12,-12,current_v3,Current v3,False,1.253861479939483,1.1203287089033085,1707.4653124308663,1.0,0.0014783617800152012,0.4326498136751492,0.5328339774566396,0.322320717637268,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.73,high,periodic_representation_bias|broadband_structure|high_centroid|large_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:-12,harmonic / square -12,-12,noise_only,Noise Only,False,1.253861479939483,1.1203287089033085,1707.4653124308663,1.0,0.0014783617800152012,0.4326498136751492,0.5328339774566396,0.322320717637268,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.73,high,periodic_representation_bias|broadband_structure|high_centroid|large_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:-12,harmonic / square -12,-12,noise_plus_transient,Noise + Transient,False,1.253861479939483,1.1203287089033085,1707.4653124308663,1.0,0.0014783617800152012,0.4326498136751492,0.5328339774566396,0.322320717637268,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.1,0.73,high,periodic_representation_bias|broadband_structure|high_centroid|large_shift,1.0,0.05589095807613785,0.11167476843199989,8.91029094827585,0.09128640478095211,0.00864122960153045,harmonic,square,harmonic / square,square:-12,harmonic / square -12,-12,forced_everywhere,Forced Everywhere,True,1.1284753319455345,1.0099436422709502,1635.5821795762743,0.9014708221300386,0.0013277756250929247,0.37969372631481996,0.5103590254410172,0.29712684246031,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.9399999999999998,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:3,inharmonic / bell_resonator +3,3,no_guard,No Guard,False,0.09311557228130384,0.2609770172660812,205.78764260767593,1.0,8.433009571424442e-05,0.020384779608959968,0.06332002846837084,0.027929712724348355,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.9399999999999998,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:3,inharmonic / bell_resonator +3,3,current_v3,Current v3,False,0.09311557228130384,0.2609770172660812,205.78764260767593,1.0,8.433009571424442e-05,0.020384779608959968,0.06332002846837084,0.027929712724348355,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.9399999999999998,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:3,inharmonic / bell_resonator +3,3,noise_only,Noise Only,False,0.09311557228130384,0.2609770172660812,205.78764260767593,1.0,8.433009571424442e-05,0.020384779608959968,0.06332002846837084,0.027929712724348355,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.9399999999999998,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:3,inharmonic / bell_resonator +3,3,noise_plus_transient,Noise + Transient,False,0.09311557228130384,0.2609770172660812,205.78764260767593,1.0,8.433009571424442e-05,0.020384779608959968,0.06332002846837084,0.027929712724348355,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.1,0.9399999999999998,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:3,inharmonic / bell_resonator +3,3,forced_everywhere,Forced Everywhere,True,0.08380401505317343,0.22480212213537187,233.94212342032927,0.861386663432409,7.314710922206379e-05,0.003030250004218759,0.07212279735393316,0.025075398155791326,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|moderate_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:7,inharmonic / bell_resonator +7,7,no_guard,No Guard,False,0.09280600315707227,0.2665856980156342,108.29201650511658,1.0,8.39583096370221e-05,0.023075485850400597,0.03283708439829883,0.018665509519445483,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|moderate_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:7,inharmonic / bell_resonator +7,7,current_v3,Current v3,False,0.09280600315707227,0.2665856980156342,108.29201650511658,1.0,8.39583096370221e-05,0.023075485850400597,0.03283708439829883,0.018665509519445483,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|moderate_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:7,inharmonic / bell_resonator +7,7,noise_only,Noise Only,False,0.09280600315707227,0.2665856980156342,108.29201650511658,1.0,8.39583096370221e-05,0.023075485850400597,0.03283708439829883,0.018665509519445483,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|moderate_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:7,inharmonic / bell_resonator +7,7,noise_plus_transient,Noise + Transient,False,0.09280600315707227,0.2665856980156342,108.29201650511658,1.0,8.39583096370221e-05,0.023075485850400597,0.03283708439829883,0.018665509519445483,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.1,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|moderate_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:7,inharmonic / bell_resonator +7,7,forced_everywhere,Forced Everywhere,True,0.08352540284136505,0.2295106609966941,93.87082140464678,0.8609263839173931,7.281250175256373e-05,0.0052891225391255015,0.028328159216272863,0.01123003141905031,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|large_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:12,inharmonic / bell_resonator +12,12,no_guard,No Guard,False,0.0931700838681044,0.2615753872501699,235.5784578310202,1.0,8.439556299580892e-05,0.020671841383871382,0.07263441302650246,0.031130216657789884,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|large_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:12,inharmonic / bell_resonator +12,12,current_v3,Current v3,False,0.0931700838681044,0.2615753872501699,235.5784578310202,1.0,8.439556299580892e-05,0.020671841383871382,0.07263441302650246,0.031130216657789884,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|large_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:12,inharmonic / bell_resonator +12,12,noise_only,Noise Only,False,0.0931700838681044,0.2615753872501699,235.5784578310202,1.0,8.439556299580892e-05,0.020671841383871382,0.07263441302650246,0.031130216657789884,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|large_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:12,inharmonic / bell_resonator +12,12,noise_plus_transient,Noise + Transient,False,0.0931700838681044,0.2615753872501699,235.5784578310202,1.0,8.439556299580892e-05,0.020671841383871382,0.07263441302650246,0.031130216657789884,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.1,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|large_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:12,inharmonic / bell_resonator +12,12,forced_everywhere,Forced Everywhere,True,0.08385307548129395,0.22756017092283304,181.74175201985503,0.8699601797977851,7.320602977547185e-05,0.0043533952175046015,0.05580184978482091,0.02007615034403366,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|large_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:-12,inharmonic / bell_resonator -12,-12,no_guard,No Guard,False,0.10193964014468132,0.2753245090912441,2263.885533767095,1.0,9.492761762219374e-05,0.02726783955243437,0.7068041047791421,0.24472229064973292,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|large_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:-12,inharmonic / bell_resonator -12,-12,current_v3,Current v3,False,0.10193964014468132,0.2753245090912441,2263.885533767095,1.0,9.492761762219374e-05,0.02726783955243437,0.7068041047791421,0.24472229064973292,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|large_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:-12,inharmonic / bell_resonator -12,-12,noise_only,Noise Only,False,0.10193964014468132,0.2753245090912441,2263.885533767095,1.0,9.492761762219374e-05,0.02726783955243437,0.7068041047791421,0.24472229064973292,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|large_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:-12,inharmonic / bell_resonator -12,-12,noise_plus_transient,Noise + Transient,False,0.10193964014468132,0.2753245090912441,2263.885533767095,1.0,9.492761762219374e-05,0.02726783955243437,0.7068041047791421,0.24472229064973292,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.1,1.0,high,partial_pitch_tracking|diffuse_spectrum|sparse_transients|broadband_structure|high_centroid|peaky_waveform|dense_zero_crossings|large_shift,0.5287356321839081,2.9332956186117656,1075.9125168315395,1.4850484913793083,0.08217048202242078,0.3361208075118944,inharmonic,bell_resonator,inharmonic / bell_resonator,bell_resonator:-12,inharmonic / bell_resonator -12,-12,forced_everywhere,Forced Everywhere,True,0.09174567613021319,0.23831898144309102,1961.9397863337938,0.865593049560694,8.268487893921817e-05,0.009514822638675325,0.6123978662723688,0.2073317912633278,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.89,high,unstable_pitch|periodic_representation_bias|sparse_transients|high_crest_factor,1.0,1504.7755203992683,1021.5055242605358,1.4850484913793083,0.17197410749828593,6.100535816828778e-05,inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,random_modal_resonator:3,inharmonic / random_modal_resonator +3,3,no_guard,No Guard,False,0.09690930388653933,0.27363528820744143,246.86806528949631,1.0,8.888628843871587e-05,0.0264574534067116,0.07616421724938914,0.03423685231484649,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.89,high,unstable_pitch|periodic_representation_bias|sparse_transients|high_crest_factor,1.0,1504.7755203992683,1021.5055242605358,1.4850484913793083,0.17197410749828593,6.100535816828778e-05,inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,random_modal_resonator:3,inharmonic / random_modal_resonator +3,3,current_v3,Current v3,False,0.09690930388653933,0.27363528820744143,246.86806528949631,1.0,8.888628843871587e-05,0.0264574534067116,0.07616421724938914,0.03423685231484649,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.89,high,unstable_pitch|periodic_representation_bias|sparse_transients|high_crest_factor,1.0,1504.7755203992683,1021.5055242605358,1.4850484913793083,0.17197410749828593,6.100535816828778e-05,inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,random_modal_resonator:3,inharmonic / random_modal_resonator +3,3,noise_only,Noise Only,False,0.09690930388653933,0.27363528820744143,246.86806528949631,1.0,8.888628843871587e-05,0.0264574534067116,0.07616421724938914,0.03423685231484649,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.89,high,unstable_pitch|periodic_representation_bias|sparse_transients|high_crest_factor,1.0,1504.7755203992683,1021.5055242605358,1.4850484913793083,0.17197410749828593,6.100535816828778e-05,inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,random_modal_resonator:3,inharmonic / random_modal_resonator +3,3,noise_plus_transient,Noise + Transient,False,0.09690930388653933,0.27363528820744143,246.86806528949631,1.0,8.888628843871587e-05,0.0264574534067116,0.07616421724938914,0.03423685231484649,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.1,0.89,high,unstable_pitch|periodic_representation_bias|sparse_transients|high_crest_factor,1.0,1504.7755203992683,1021.5055242605358,1.4850484913793083,0.17197410749828593,6.100535816828778e-05,inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,random_modal_resonator:3,inharmonic / random_modal_resonator +3,3,forced_everywhere,Forced Everywhere,True,0.0872183734978854,0.23378252296496266,203.96758668843822,0.8543580928338943,7.724768267408812e-05,0.007338503877421345,0.06275097050127634,0.023388907353790594,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.97,high,unstable_pitch|periodic_representation_bias|sparse_transients|high_crest_factor|moderate_shift,1.0,1504.7755203992683,1021.5055242605358,1.4850484913793083,0.17197410749828593,6.100535816828778e-05,inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,random_modal_resonator:7,inharmonic / random_modal_resonator +7,7,no_guard,No Guard,False,0.09704271036893113,0.2806621848958386,869.279968039105,1.0,8.904650684837669e-05,0.029828533990846406,0.27076727769955805,0.10022828606575095,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.97,high,unstable_pitch|periodic_representation_bias|sparse_transients|high_crest_factor|moderate_shift,1.0,1504.7755203992683,1021.5055242605358,1.4850484913793083,0.17197410749828593,6.100535816828778e-05,inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,random_modal_resonator:7,inharmonic / random_modal_resonator +7,7,current_v3,Current v3,False,0.09704271036893113,0.2806621848958386,869.279968039105,1.0,8.904650684837669e-05,0.029828533990846406,0.27076727769955805,0.10022828606575095,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.97,high,unstable_pitch|periodic_representation_bias|sparse_transients|high_crest_factor|moderate_shift,1.0,1504.7755203992683,1021.5055242605358,1.4850484913793083,0.17197410749828593,6.100535816828778e-05,inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,random_modal_resonator:7,inharmonic / random_modal_resonator +7,7,noise_only,Noise Only,False,0.09704271036893113,0.2806621848958386,869.279968039105,1.0,8.904650684837669e-05,0.029828533990846406,0.27076727769955805,0.10022828606575095,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.97,high,unstable_pitch|periodic_representation_bias|sparse_transients|high_crest_factor|moderate_shift,1.0,1504.7755203992683,1021.5055242605358,1.4850484913793083,0.17197410749828593,6.100535816828778e-05,inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,random_modal_resonator:7,inharmonic / random_modal_resonator +7,7,noise_plus_transient,Noise + Transient,False,0.09704271036893113,0.2806621848958386,869.279968039105,1.0,8.904650684837669e-05,0.029828533990846406,0.27076727769955805,0.10022828606575095,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.1,0.97,high,unstable_pitch|periodic_representation_bias|sparse_transients|high_crest_factor|moderate_shift,1.0,1504.7755203992683,1021.5055242605358,1.4850484913793083,0.17197410749828593,6.100535816828778e-05,inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,random_modal_resonator:7,inharmonic / random_modal_resonator +7,7,forced_everywhere,Forced Everywhere,True,0.08733843933203801,0.23882770570152909,751.1450581238942,0.8509436559476816,7.739187924278285e-05,0.009758877809307143,0.23383126327897025,0.0812225109891734,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,unstable_pitch|periodic_representation_bias|sparse_transients|high_crest_factor|large_shift,1.0,1504.7755203992683,1021.5055242605358,1.4850484913793083,0.17197410749828593,6.100535816828778e-05,inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,random_modal_resonator:12,inharmonic / random_modal_resonator +12,12,no_guard,No Guard,False,0.09724620025961983,0.31532286971175266,1751.0577928747502,1.0,8.929089397322758e-05,0.046456636949678394,0.546463585228467,0.19766983769070623,0.4040532713727877,False
phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,1.0,high,unstable_pitch|periodic_representation_bias|sparse_transients|high_crest_factor|large_shift,1.0,1504.7755203992683,1021.5055242605358,1.4850484913793083,0.17197410749828593,6.100535816828778e-05,inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,random_modal_resonator:12,inharmonic / random_modal_resonator +12,12,current_v3,Current v3,False,0.09724620025961983,0.31532286971175266,1751.0577928747502,1.0,8.929089397322758e-05,0.046456636949678394,0.546463585228467,0.19766983769070623,0.4040532713727877,False
