signal_family,signal_name,signal_label,depth_semitones,rate_hz,shift_semitones,algorithm,algorithm_label,implementation,rms_error,spectral_distance,spectral_centroid_difference,rms_error_normalized,spectral_distance_normalized,spectral_centroid_difference_normalized,composite_stress
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,3,phase_vocoder,Phase Vocoder,local phase vocoder,0.6567827858967449,0.3346762127651767,48.14976616720389,3.5656387327727324e-05,0.005799652198057145,0.0039039247260771416,0.0032464111038206715
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,3,wsola,WSOLA,local waveform-similarity overlap-add,181.70650543901198,2.014150135363799,265.4122615850279,0.3051678781374765,0.9453217301807064,0.23159853348085407,0.494029380599679
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,3,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,108.76175591720609,1.917680941535495,277.52507137469553,0.18223041565242276,0.8913554635853661,0.24429295402810666,0.43929294442196515
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,3,psola,PSOLA,local pitch-synchronous overlap-add,0.6959427980035754,0.4901861847950184,766.5642855489966,0.000101654729235236,0.09279418667849411,0.756813959197533,0.2832366002017541
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,7,phase_vocoder,Phase Vocoder,local phase vocoder,0.6557663472745655,0.4129686451447999,120.66605752979025,3.394333209343412e-05,0.04959757473192145,0.07990217080346669,0.04317789628916052
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,7,wsola,WSOLA,local waveform-similarity overlap-add,289.2623573892146,2.0573470321801905,332.3831875826537,0.4864371758025989,0.9694867009571163,0.3017851469764271,0.5859030079120474
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,7,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,173.63493009307143,1.9500541798329722,346.167135185492,0.29156444543269744,0.909465522757474,0.3162309469774296,0.5057536383892004
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,7,psola,PSOLA,local pitch-synchronous overlap-add,0.6497467451589565,0.4521484525272932,869.554095213382,2.379819328476069e-05,0.07151532739937821,0.8647489452712377,0.31209602362130023
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,12,phase_vocoder,Phase Vocoder,local phase vocoder,0.6461439556559453,0.4198603218575903,228.20455697712845,1.7726230569533626e-05,0.05345287866898229,0.19260425733086217,0.08202495407680467
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,12,wsola,WSOLA,local waveform-similarity overlap-add,46.499596123107565,1.7912791723268178,435.1260106183861,0.07729685999414695,0.8206444800626993,0.4094612870690496,0.43580087570863196
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,12,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,13.320328630959631,1.562923347932316,457.37210899542004,0.021378168390741817,0.6928989189273405,0.4327755579308371,0.38235088174963977
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,12,psola,PSOLA,local pitch-synchronous overlap-add,0.636309829848889,0.3706119753906879,165.47979439104608,1.152282747327762e-06,0.02590263916410153,0.12686769175930332,0.05092382773538406
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,-12,phase_vocoder,Phase Vocoder,local phase vocoder,0.8870141080799917,0.47391675318883564,110.55128641742743,0.0004236768373167438,0.08369283060230899,0.06930172710219902,0.05113941151394158
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,-12,wsola,WSOLA,local waveform-similarity overlap-add,409.239829964894,1.9704419123580204,211.05590027981825,0.6886412567065289,0.9208707161156715,0.17463218778496623,0.5947147202023889
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,-12,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,261.6178401356519,1.9047637075625294,218.40657200941777,0.4398464777049745,0.8841293754986331,0.18233581063223772,0.5021038879452818
subtle_modulation,vibrato_depth_0_rate_2,0 st / 2 Hz,0.0,2.0,-12,psola,PSOLA,local pitch-synchronous overlap-add,0.7479889569265551,0.39580956390298355,214.99228512542325,0.00018937074378090572,0.0399985357425931,0.17875758276215536,0.07298182974950979
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,3,phase_vocoder,Phase Vocoder,local phase vocoder,0.6570240563106367,0.33458328669407705,47.9002342253815,3.6063012515297626e-05,0.005747668005719588,0.003642411215630701,0.003142047411288529
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,3,wsola,WSOLA,local waveform-similarity overlap-add,182.28148091312474,2.0144605634121096,265.3978846685107,0.30613691328040243,0.945495388134598,0.23158346623984136,0.4944052558849472
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,3,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,109.10725006275224,1.9179609226434498,277.47777797713496,0.18281269434739847,0.8915120890791007,0.24424338978263702,0.43952272440304546
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,3,psola,PSOLA,local pitch-synchronous overlap-add,0.696131724698596,0.48905454652200936,764.5132895764873,0.0001019731369154841,0.09216113181085014,0.7546644822497514,0.2823091957325057
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,7,phase_vocoder,Phase Vocoder,local phase vocoder,0.6560323814920286,0.4131001676634891,120.517187169552,3.439169296715719e-05,0.04967115033699497,0.07974615225841389,0.043150564762792006
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,7,wsola,WSOLA,local waveform-similarity overlap-add,297.37980792162926,2.060976054200543,332.51203531011527,0.5001179242710638,0.9715168285248791,0.30192018147852506,0.5911849780914893
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,7,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,178.532677775913,1.9536609086084902,346.2625955343195,0.2998188664289694,0.9114831791606478,0.31633099096678025,0.5092110121854658
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,7,psola,PSOLA,local pitch-synchronous overlap-add,0.6497737234975357,0.45126641290032027,847.7535896912619,2.384366123836579e-05,0.07102190163548519,0.8419016629275026,0.30431580274140874
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,12,phase_vocoder,Phase Vocoder,local phase vocoder,0.6464235370402902,0.41929279637600403,228.1510443720423,1.819742316632427e-05,0.05313539668096604,0.19254817525532902,0.08190058978648714
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,12,wsola,WSOLA,local waveform-similarity overlap-add,52.90393339331967,1.8095889633476283,434.3034985873244,0.08809041234794548,0.8308872427968077,0.40859928115887845,0.44252564543454387
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,12,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,22.070735351493997,1.6298002827985902,452.2802790084411,0.03612566982143866,0.7303108465370606,0.42743923775969406,0.39795858470606443
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,12,psola,PSOLA,local pitch-synchronous overlap-add,0.6363100511850917,0.3705698632961523,188.9442685807839,1.1526557763846073e-06,0.025879081047459233,0.15145884017630987,0.05911302462651516
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,-12,phase_vocoder,Phase Vocoder,local phase vocoder,0.8870260930294762,0.4739601890791219,110.54516341728568,0.0004236970361561023,0.08371712926949976,0.06929531009902963,0.051145378801561836
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,-12,wsola,WSOLA,local waveform-similarity overlap-add,354.3418623258891,1.954476932035616,211.16966559821157,0.5961189452122886,0.9119396745045882,0.1747514156784488,0.5609366784651085
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,-12,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,228.25811277692327,1.8898784762086378,218.52903421180184,0.3836236479939844,0.8758023611254525,0.18246415300078808,0.48063005404007497
subtle_modulation,vibrato_depth_0.025_rate_2,0.025 st / 2 Hz,0.025,2.0,-12,psola,PSOLA,local pitch-synchronous overlap-add,0.7486658513143329,0.3959315502562498,214.99180752748558,0.00019051154800532637,0.04006677667837906,0.17875708223179299,0.07300479015272579
subtle_modulation,vibrato_depth_0.05_rate_2,0.05 st / 2 Hz,0.05,2.0,3,phase_vocoder,Phase Vocoder,local phase vocoder,0.6577925112620313,0.33468430160416857,47.93095851378583,3.735812837185826e-05,0.005804177211941476,0.003674610766749908,0.0031720487023544144
subtle_modulation,vibrato_depth_0.05_rate_2,0.05 st / 2 Hz,0.05,2.0,3,wsola,WSOLA,local waveform-similarity overlap-add,205.21047704698836,2.0283731592520597,265.1695063887421,0.34478030599208964,0.9532782960903571,0.23134412210932312,0.5098009080639233
subtle_modulation,vibrato_depth_0.05_rate_2,0.05 st / 2 Hz,0.05,2.0,3,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,122.99220690742676,1.9318422425209953,277.264494354983,0.2062137118625588,0.8992775008077415,0.244019865097411,0.4498370259225704
subtle_modulation,vibrato_depth_0.05_rate_2,0.05 st / 2 Hz,0.05,2.0,3,psola,PSOLA,local pitch-synchronous overlap-add,0.6962330089178259,0.4857679576864339,762.1530057191845,0.00010214383631446122,0.09032256633464632,0.7521908665969198,0.28087185892262684
subtle_modulation,vibrato_depth_0.05_rate_2,0.05 st / 2 Hz,0.05,2.0,7,phase_vocoder,Phase Vocoder,local phase vocoder,0.6568379331797798,0.41362503780651266,120.41381460319755,3.574932982302275e-05,0.049964770309778785,0.07963781613713908,0.04321277859224696
