case_id,sweep_family,case_label,ambiguity_amount,ambiguity_units,parameter_summary,algorithm,algorithm_label,implementation,shift_semitones,rms_error,spectral_distance,spectral_centroid_difference,rms_error_normalized,spectral_distance_normalized,spectral_centroid_difference_normalized,composite_stress
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,361.953469532709,1.9923476113923204,297.9550942290479,0.6046591548160329,0.8786915129148787,0.21798825138321834,0.5671129730380433
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,-12,592.2813533332463,2.104232291912549,298.1823692604101,0.9898024365055739,0.9361856931167379,0.2182287683313419,0.7147389659845512
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,3,0.7586089508762012,0.506148372137497,96.28400166737445,0.0006863676811792406,0.11497831750441168,0.004567025932466448,0.04007723703935246
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,3,0.6964298528778218,0.6201103552578907,873.7670086059813,0.000582394764568197,0.17353996118270368,0.8273491807781298,0.3338238455751339
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,213.9613214567811,2.048683091871345,287.85868788176094,0.35719375621233007,0.9076406259780719,0.20730358960092657,0.49071265726377616
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,3,137.08112692503119,2.0364034681209606,296.59484901482074,0.22863836843075147,0.901330495784797,0.21654875305529062,0.4488392057569463
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,7,0.7699257074128781,0.5993736698437705,239.19657353483854,0.0007052910207189371,0.16288400075590387,0.15580623346016598,0.1064651750789296
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,7,0.648782655029169,0.5365042600826831,302.39618459149114,0.0005027213970195557,0.13057729748623711,0.22268809673760545,0.11792270520695404
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,69.85262580075967,1.8999849269033282,415.0005177308627,0.1162220811848105,0.8312291007129017,0.34185319107218426,0.42976812432329875
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,7,152.66569881681914,2.075595184065774,417.8790931664044,0.25469814488112574,0.9214699426552181,0.34489948337517196,0.5070225236371719
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,12,0.8342852035388799,0.6485521630945318,449.8498363244799,0.0008129098948944997,0.18815535282902335,0.3787329648954899,0.1892337425398026
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,12,0.6365484297617491,0.45659152595960073,580.8716753458914,0.0004822639101070996,0.08951254121457679,0.5173886397845889,0.20246114830309092
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,76.43042382316095,1.9066918276619462,616.5032827926851,0.1272211607353894,0.8346755757711405,0.5550962816160492,0.505664339374193
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,12,53.313126338434955,1.8275155638271012,595.4399238891182,0.08856552047964382,0.7939892694826982,0.5328056904747653,0.4717868268123691
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.7310020826427457,0.5607945782705591,213.51892722827566,0.0006402047952395966,0.14305936316815815,0.12863250879875113,0.0907773589207163
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,-12,0.7380495229382965,0.577528131164721,445.4176675200403,0.0006519891881587366,0.15165823390757402,0.3740425609033619,0.17545092799969822
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,333.3433521071143,1.9626348612373359,295.55418882106596,0.5568186835148724,0.8634230221459871,0.2154474599993161,0.5452297218867251
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,-12,547.415393798505,2.07506788455859,295.7949793784584,0.9147797227714232,0.9211989792601811,0.21570227993995755,0.6838936606571874
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,3,0.7615462960371114,0.5111605926168733,96.07799359747976,0.0006912793694041347,0.11755394721629712,0.0043490150407159405,0.040864747208805736
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,3,0.6943861753794299,0.6410905035086905,891.0195443461331,0.0005789774247070479,0.18432102985613227,0.8456069155532319,0.3435023076113571
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,61.56801845445365,1.8404007205433512,299.5490664806901,0.10236895663811531,0.8006105648980195,0.21967509458399057,0.37421820537337513
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,3,350.24698059521796,2.1603847722652856,288.6607196018694,0.5850841233780153,0.9650407679059796,0.20815235077131383,0.5860924140184363
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,7,0.7698105201068665,0.6293429695687854,238.68514098476464,0.0007050984100097417,0.17828432465102384,0.1552650028842529,0.11141814198176216
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,7,0.6486822837651665,0.5549851111846166,297.6621720198438,0.000502553560987863,0.14007405234666848,0.217678262400385,0.11941828943601378
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,68.18647097963127,1.9066795935996639,421.28174925567623,0.11343601670567015,0.8346692890536186,0.3485003912848555,0.43220189901471473
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,7,247.4077030282358,2.138734741716169,416.3998777562057,0.4131211973302543,0.9539154668193699,0.3433340831904444,0.5701235824466896
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,12,0.8214335243540883,0.6738379232411834,449.226993408663,0.0007914199310447981,0.2011489462651662,0.3780738327577677,0.19333806631799288
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,12,0.6364097733042718,0.49087565936097455,598.2463734588786,0.000482032055404234,0.10713012866871256,0.5357756545818465,0.21446260510198778
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,78.28116106036354,1.9035026574894716,611.0581594719325,0.13031587511091208,0.8330367569110598,0.5493339044846312,0.504228845502201
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,12,92.198878857136,1.9825215209987344,614.9451399386418,0.15358841778976495,0.873642179895007,0.5534473553712749,0.5268926510186823
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.7462306478004794,0.5853930847753223,213.86461673636637,0.0006656692742401148,0.1556997975788884,0.1289983395060927,0.09512126878640707
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,-12,0.7114378713403827,0.6068686862513214,448.0189928859779,0.000607490455923281,0.1667354647985948,0.3767954494821985,0.1813794682455722
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,176.14843073805886,1.898683414246566,298.1685188473886,0.2939648471403027,0.8305602924106842,0.21821411094002963,0.44757975016367224
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,-12,406.626172494335,2.0528345428936894,297.78750996757304,0.6793587141428684,0.9097739320935121,0.21781090301863162,0.6023145164183374
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,3,0.7655064406769965,0.5139910424470517,93.83274798098941,0.0006979013340460337,0.11900843045593223,0.001972952785969343,0.04055976152531587
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,3,0.6965629754090188,0.6528307078197373,906.5010267809059,0.0005826173657039607,0.19035396858489714,0.861990408651099,0.35097566486723336
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,108.61195749251686,1.9403918009962537,283.78276011027873,0.18103358362879712,0.8519929808946257,0.2029901826133958,0.4120055823789395
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,3,403.8287273486806,2.1769455670188522,286.1602816884247,0.6746809600387373,0.9735508634205788,0.20550622773567004,0.6179126837316621
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,7,0.7741178928943842,0.6623561846319407,238.99186815469864,0.0007123009929687438,0.1952488253052543,0.1555896011578817,0.11718357581870158
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,7,0.6479421185288157,0.5661354465923986,284.6783934586167,0.0005013158920464528,0.14580387514515503,0.203937999002591,0.11674773001326415
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,154.72105777177225,2.012306209066693,412.65583795343065,0.25813501791576954,0.8889476373988675,0.3393719012401469,0.49548485218492794
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,7,89.4926708971802,1.9001210342687571,389.3985145798925,0.14906322614803416,0.8312990422040727,0.31475951682730896,0.4317072617264719
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,12,0.8229882964678666,0.7095958563161442,449.4230475547257,0.0007940197466828324,0.21952387514996666,0.37828130977183005,0.19953306822282654
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,12,0.6364334097160413,0.5192861166989174,618.2891060084912,0.0004820715790825923,0.12172941023442792,0.5569861537554546,0.2263992118563217
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,45.7979816252906,1.8447705930454834,610.6493936649613,0.07599905458140824,0.8028561112581514,0.5489013224108296,0.47591882941679636
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,12,126.41643818946007,2.027994771338962,608.1140416565536,0.21080538551074882,0.8970095188128011,0.5462182510508728,0.5513443851248075
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.7425809600332743,0.6237303512701983,214.96213636278256,0.0006595664407463602,0.17540016851487722,0.13015980484379036,0.10207317993313798
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,-12,0.7470947564081258,0.6531684459163273,452.3664697331233,0.0006671141953647032,0.19052752205884987,0.3813962270381231,0.1908636210974459
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,163.80088965087043,1.874250304580372,292.8744550307764,0.27331787892852294,0.8180048504725363,0.21261159461999563,0.43464477467368495
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,-12,275.3369907495264,1.9892270845827091,293.39343983699644,0.45982321773150353,0.8770879678193186,0.2131608174755218,0.516690667675448
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,3,0.76066494871368,0.5084779908099011,92.43059405631845,0.0006898056225227165,0.11617543863958443,0.000489103985069222,0.03911811608239212
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,3,0.6981259217337823,0.6784696437364692,886.8404008616665,0.0005852308498670215,0.20352904845218958,0.8411842791086128,0.3484328528035565
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,219.51783155199934,2.022292045483621,286.33723949687675,0.3664850868905848,0.8940790591069301,0.20569349578610405,0.48875254726120637
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,3,231.46509217600908,2.0917416088018403,285.7746811558265,0.38646272523816816,0.9297671058510616,0.20509816063415226,0.5071093305744606
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,7,0.7693572939348033,0.7125938606964746,236.96617952968793,0.0007043405468610178,0.22106445964542415,0.1534458881287116,0.1250715627736656
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,7,0.6538948284664299,0.6734309607468499,996.9776451565275,0.0005112697291698126,0.20093982045030206,0.957738542521401,0.3863965442336243
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,78.55050415590614,1.9218805421962595,416.4418248053674,0.13076625776543918,0.8424806004305488,0.3433784742358958,0.4388751108106279
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,7,217.9729937357592,2.1269810046256556,420.01778204822284,0.36390188291021003,0.9478755740012904,0.34716278049037946,0.55298007913396
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",phase_vocoder,Phase Vocoder,local phase vocoder,12,0.7978195006783554,0.7671851928812169,448.4112718177732,0.0007519336889871829,0.2491173072336305,0.37721058409211616,0.2090266083382446
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",psola,PSOLA,local pitch-synchronous overlap-add,12,0.6372580746933487,0.5709875313889324,573.1982798718137,0.00048345054445323604,0.14829721593452416,0.5092681628007837,0.21934960975992035
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,76.86641231688509,1.9167785106246702,613.1244029603329,0.12795019986205114,0.8398588194931711,0.5515205352593873,0.5064431848715365
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",wsola,WSOLA,local waveform-similarity overlap-add,12,132.32093923419183,2.0464633548906055,615.0566527125267,0.22067861002696348,0.9064999697472282,0.5535653653079179,0.5602479816940366
