signal_family,signal_name,signal_label,algorithm,algorithm_label,implementation,shift_semitones,rms_error,spectral_distance,spectral_centroid_difference,rms_error_normalized,spectral_distance_normalized,spectral_centroid_difference_normalized,composite_stress
transient,impulse_train,transient / impulse_train,phase_vocoder,Phase Vocoder,local phase vocoder,12,0.0236373161921034,0.2773870306177653,3.2669869201981365,8.881557346951011e-07,0.028257312797984768,0.0,0.009419400317906487
transient,impulse_train,transient / impulse_train,wsola,WSOLA,local waveform-similarity overlap-add,12,0.0256204062531333,0.223630216943081,92.08715259340669,3.2698056372783423e-06,0.0024680406797666496,0.027770478028038142,0.010080596171147357
transient,impulse_train,transient / impulse_train,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,0.733397976895792,0.686410400357632,78.70825099126851,0.0008532959417655838,0.2244820192838814,0.023587435920816177,0.08297425038215439
transient,impulse_train,transient / impulse_train,psola,PSOLA,local pitch-synchronous overlap-add,12,0.0269352966213782,0.3965586483611432,2726.6884019326026,4.8489616115721846e-06,0.08542865664568706,0.8515038673194408,0.3123124576422465
transient,impulse_train,transient / impulse_train,phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.0228977898628095,0.4106942225662109,1990.122461121574,0.0,0.09221005131553953,0.6212094502750934,0.237806500530211
transient,impulse_train,transient / impulse_train,wsola,WSOLA,local waveform-similarity overlap-add,-12,0.0245555095699153,0.3301944841362356,2552.667360953412,1.9908868772648846e-06,0.0535911392576309,0.7970945171645508,0.28356254910301965
transient,impulse_train,transient / impulse_train,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,3.447941861039058,0.8365348770261907,2483.390269569975,0.004113406667079872,0.2965026751925443,0.7754343690492177,0.3586834836362806
transient,impulse_train,transient / impulse_train,psola,PSOLA,local pitch-synchronous overlap-add,-12,0.0255160843152296,0.3300450998416209,2726.422781036163,3.1445171604067432e-06,0.05351947369636232,0.8514208183945434,0.3016478122026887
transient,click_sequence,transient / click_sequence,phase_vocoder,Phase Vocoder,local phase vocoder,3,0.09632324048719,0.219616847106497,97.8200899121486,8.818243848989255e-05,0.0005426682525043714,0.02956293595287474,0.010064595547956334
transient,click_sequence,transient / click_sequence,wsola,WSOLA,local waveform-similarity overlap-add,3,2.59756910166882,0.6804818137181307,110.32191059635724,0.0030921266761642033,0.221637841519779,0.03347175028563174,0.08606723949385832
transient,click_sequence,transient / click_sequence,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,60.57050015792695,1.3739643077009691,210.5787128609802,0.07271641067408617,0.5543288535796377,0.06481800260737096,0.23062108895369826
transient,click_sequence,transient / click_sequence,psola,PSOLA,local pitch-synchronous overlap-add,3,0.0885710748922435,0.3482331694371922,1207.0674614173863,7.887224890403738e-05,0.06224501087093951,0.3763797823814442,0.1462345551670959
transient,click_sequence,transient / click_sequence,phase_vocoder,Phase Vocoder,local phase vocoder,7,0.0985573500929828,0.2319776058144605,158.35750335906948,9.086555764295482e-05,0.006472613651359462,0.04849053980566821,0.018351339671556877
transient,click_sequence,transient / click_sequence,wsola,WSOLA,local waveform-similarity overlap-add,7,2.3203909648308914,0.6796357918864708,167.09961921793197,0.002759241500865902,0.22123197134736391,0.05122384630804883,0.09173835305209288
transient,click_sequence,transient / click_sequence,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,44.41645475017416,1.3272802763108085,266.3731136102062,0.05331573824485774,0.5319326751829395,0.08226265797757935,0.22250369046845886
transient,click_sequence,transient / click_sequence,psola,PSOLA,local pitch-synchronous overlap-add,7,0.0862095231572475,0.3595222374676819,1152.1631371516837,7.603607440539786e-05,0.06766082381627561,0.3592134179741226,0.14231675928826787
transient,click_sequence,transient / click_sequence,phase_vocoder,Phase Vocoder,local phase vocoder,12,0.0999680814792663,0.2706163673807263,227.81600431615,9.255981668581857e-05,0.02500915754649441,0.07020740736686999,0.03176970824335008
transient,click_sequence,transient / click_sequence,wsola,WSOLA,local waveform-similarity overlap-add,12,2.0048459773211107,0.6998186318389268,232.43137483344043,0.002380278536181885,0.23091447884868652,0.07165044729558666,0.10164840156015169
transient,click_sequence,transient / click_sequence,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,22.402443092274336,1.2298786329380664,327.2923879000818,0.026877368273261704,0.4852052500624247,0.10130965429118019,0.2044640908756222
transient,click_sequence,transient / click_sequence,psola,PSOLA,local pitch-synchronous overlap-add,12,0.0874061164716182,0.3798797401035561,809.0391830761815,7.74731580793096e-05,0.07742712392291944,0.25193241759177903,0.10981233822425925
transient,click_sequence,transient / click_sequence,phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.0894388501785842,0.3360734551127561,86.39302775143344,7.991442896776284e-05,0.05641151442357928,0.02599015519690632,0.027493861349817784
transient,click_sequence,transient / click_sequence,wsola,WSOLA,local waveform-similarity overlap-add,-12,3.936504572588152,0.6593476446818348,141.51577669858173,0.004700160318481063,0.21149894378733905,0.04322481217912793,0.08647463876164935
transient,click_sequence,transient / click_sequence,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,104.68576058710651,1.3359886868349404,139.49942069631552,0.1256979205753683,0.5361104445366645,0.042594379105363386,0.23480091473913203
transient,click_sequence,transient / click_sequence,psola,PSOLA,local pitch-synchronous overlap-add,-12,0.0752574550056587,0.3463253367268263,300.0156778832519,6.28828684270622e-05,0.06132974797568287,0.09278132887703351,0.05139131990704782
modulated,vibrato_tone,modulated / vibrato_tone,phase_vocoder,Phase Vocoder,local phase vocoder,3,0.6843675392623606,0.3459836338393653,45.832118851770325,0.0007944114063085151,0.061165819570222664,0.013308397390468069,0.02508954278899975
modulated,vibrato_tone,modulated / vibrato_tone,wsola,WSOLA,local waveform-similarity overlap-add,3,301.9263192201108,2.0733361344002863,264.3681738397675,0.3625797276526497,0.8898452117423946,0.08163579429836307,0.4446869112311358
modulated,vibrato_tone,modulated / vibrato_tone,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,190.79377550198635,1.9821038589159985,276.36735774552494,0.22911185490125255,0.8460774766852748,0.08538745441387373,0.38685892866680033
modulated,vibrato_tone,modulated / vibrato_tone,psola,PSOLA,local pitch-synchronous overlap-add,3,0.6942195296669267,0.4951014661436938,790.6670168020439,0.0008062434418011947,0.13270354831745623,0.24618818331821815,0.12656599169249186
modulated,vibrato_tone,modulated / vibrato_tone,phase_vocoder,Phase Vocoder,local phase vocoder,7,0.6799555808841794,0.4492058579999656,114.74046344584411,0.0007891127360927311,0.11068560777111926,0.034853253279826364,0.048775991262346115
modulated,vibrato_tone,modulated / vibrato_tone,wsola,WSOLA,local waveform-similarity overlap-add,7,253.08274377661849,2.0418704594403208,331.8589590069609,0.30391960979779203,0.8747498815236673,0.10273743661545154,0.42713564264563697
modulated,vibrato_tone,modulated / vibrato_tone,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,161.86695658750128,1.9417712310803703,345.75288945157905,0.19437134724425426,0.8267283180690216,0.10708150743777993,0.3760603909170186
modulated,vibrato_tone,modulated / vibrato_tone,psola,PSOLA,local pitch-synchronous overlap-add,7,0.6497725515138332,0.4710457391599008,910.4538788645834,0.0007528635458153015,0.12116306355321964,0.2836406964467632,0.1351855411819327
modulated,vibrato_tone,modulated / vibrato_tone,phase_vocoder,Phase Vocoder,local phase vocoder,12,0.7010099637968117,0.4926229082000781,226.322608182214,0.0008143986119075586,0.1315144859289096,0.06974048271963151,0.06735645575348288
modulated,vibrato_tone,modulated / vibrato_tone,wsola,WSOLA,local waveform-similarity overlap-add,12,127.26509259556666,1.9163633792078223,430.62030748745894,0.15281522852577759,0.8145391654558135,0.13361612094585437,0.36699017164248177
modulated,vibrato_tone,modulated / vibrato_tone,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,72.93349729085416,1.7639922612946235,446.4652732487361,0.08756411300283534,0.7414407067822646,0.1385702017021042,0.32252500716240134
modulated,vibrato_tone,modulated / vibrato_tone,psola,PSOLA,local pitch-synchronous overlap-add,12,0.635810345117844,0.3759971010721797,358.98937791741713,0.0007360952264351998,0.07556446823943844,0.11122002270987892,0.06250686205858419
modulated,vibrato_tone,modulated / vibrato_tone,phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.8464311644180282,0.4719868107882539,110.83853217015526,0.0009890464481804048,0.12161453287677745,0.03363327698348495,0.05207895210281427
modulated,vibrato_tone,modulated / vibrato_tone,wsola,WSOLA,local waveform-similarity overlap-add,-12,459.59579498226486,1.9844900997551873,210.88963457570955,0.5519374875288025,0.8472222509033648,0.0649152152682784,0.4880249845668152
modulated,vibrato_tone,modulated / vibrato_tone,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,262.0378555422654,1.9054413176554856,218.27717409624353,0.3146745127058317,0.8092994200503342,0.06722500046605735,0.3970663110740744
modulated,vibrato_tone,modulated / vibrato_tone,psola,PSOLA,local pitch-synchronous overlap-add,-12,0.7385939294096908,0.4321876978652069,216.93444697214125,0.0008595361726263685,0.10252132248957943,0.06680518393211025,0.056728680864772014
modulated,fm_tone,modulated / fm_tone,phase_vocoder,Phase Vocoder,local phase vocoder,3,0.7686922749837479,0.3189800487689746,39.51036123574788,0.0008956836594264091,0.0482111305560612,0.01133183914332117,0.020146217786269596
modulated,fm_tone,modulated / fm_tone,wsola,WSOLA,local waveform-similarity overlap-add,3,74.83074197313553,1.804659049371819,232.13920486877956,0.089842664391664,0.7609501752980781,0.07155909754947247,0.30745064574640485
modulated,fm_tone,modulated / fm_tone,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,3,130.1042445882647,1.967399743276036,251.0657403142238,0.15622499099683582,0.8390233301766746,0.07747666066986118,0.3575749939477906
modulated,fm_tone,modulated / fm_tone,psola,PSOLA,local pitch-synchronous overlap-add,3,0.725245940614281,0.4978674414794609,836.9379078658193,0.0008435055158049835,0.13403049620983046,0.26065522189988466,0.13184307454184005
modulated,fm_tone,modulated / fm_tone,phase_vocoder,Phase Vocoder,local phase vocoder,7,0.7718918378104944,0.4650604427501373,98.11996863137036,0.0008995262678103532,0.11829167986679635,0.029656695915154747,0.049615967349920485
modulated,fm_tone,modulated / fm_tone,wsola,WSOLA,local waveform-similarity overlap-add,7,293.5861838912701,2.001599414955259,291.63477296968875,0.3525633986498464,0.8554302668791853,0.09016095844658986,0.4327182079918739
modulated,fm_tone,modulated / fm_tone,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,7,44.65400906523279,1.78557334390496,314.86198125339416,0.05360103603462317,0.7517940066525248,0.09742316824327651,0.3009394036434749
modulated,fm_tone,modulated / fm_tone,psola,PSOLA,local pitch-synchronous overlap-add,7,0.6500003765811201,0.4216551456838065,167.9000665641164,0.0007531371589809225,0.09746844015266773,0.05147411386014507,0.049898563723931234
modulated,fm_tone,modulated / fm_tone,phase_vocoder,Phase Vocoder,local phase vocoder,12,0.845715068843548,0.5306306279288109,185.06778809920584,0.0009881864322947341,0.14974829406733464,0.05684176691582368,0.06919274913848435
modulated,fm_tone,modulated / fm_tone,wsola,WSOLA,local waveform-similarity overlap-add,12,26.458421530461337,1.6575340887576833,357.32731862055874,0.031748513987728655,0.6903685060119966,0.11070036390452923,0.2776057946347515
modulated,fm_tone,modulated / fm_tone,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,12,79.01752287445991,1.845729336184658,385.08696715300533,0.09487090114284716,0.7806532181346434,0.11937968468482023,0.3316346013207702
modulated,fm_tone,modulated / fm_tone,psola,PSOLA,local pitch-synchronous overlap-add,12,0.6372784153879674,0.4173942544880027,538.3678234132227,0.0007378583482845468,0.09542432192833085,0.16730441685155173,0.08782219904272237
modulated,fm_tone,modulated / fm_tone,phase_vocoder,Phase Vocoder,local phase vocoder,-12,0.7517675417950697,0.4595166060719012,90.49720077361376,0.0008753574070074297,0.11563208189398498,0.027273364318076698,0.04792693453968971
modulated,fm_tone,modulated / fm_tone,wsola,WSOLA,local waveform-similarity overlap-add,-12,482.3938270590702,1.923525740493529,197.0204016875352,0.5793174497109609,0.817975233771244,0.06057886637422351,0.4859571832854761
modulated,fm_tone,modulated / fm_tone,rubber_band,Rubber Band,local hybrid spectral/time-domain proxy,-12,131.0065134476186,1.8533933751257372,210.77920224426953,0.15730859712406742,0.7843299610861921,0.0648806875390111,0.3355064152497569
modulated,fm_tone,modulated / fm_tone,psola,PSOLA,local pitch-synchronous overlap-add,-12,0.7512820314112465,0.5025203066693883,179.8490221245527,0.0008747743191381197,0.13626265988006922,0.05521006960098413,0.06411583460006383
harmonic,sine,harmonic / sine,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,3,0.6958645879355826,0.490083143547397,766.396639419815,0.0008082191225543186,0.13029606025843374,0.23859981668191624,0.12323469868763477
harmonic,sine,harmonic / sine,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,3,0.6958645879355826,0.490083143547397,766.396639419815,0.0008082191225543186,0.13029606025843374,0.23859981668191624,0.12323469868763477
harmonic,sine,harmonic / sine,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,7,0.6497438047447877,0.45226250319643185,871.4056829568286,0.000752829021543791,0.11215200150527087,0.2714319028887714,0.128112244471862
harmonic,sine,harmonic / sine,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,7,0.6497438047447877,0.45226250319643185,871.4056829568286,0.000752829021543791,0.11215200150527087,0.2714319028887714,0.128112244471862
harmonic,sine,harmonic / sine,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,12,16.45785260538132,1.6109065765517965,458.41343105790884,0.019738038783277158,0.6679994421059742,0.1423059080183473,0.2766811296358662
harmonic,sine,harmonic / sine,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,12,16.45785260538132,1.6109065765517965,458.41343105790884,0.019738038783277158,0.6679994421059742,0.1423059080183473,0.2766811296358662
harmonic,sine,harmonic / sine,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,-12,251.8599506125386,1.9310220934202988,218.74112933960322,0.3024510606495008,0.8215715311018967,0.06737006052977214,0.39713088409372327
harmonic,sine,harmonic / sine,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,-12,251.8599506125386,1.9310220934202988,218.74112933960322,0.3024510606495008,0.8215715311018967,0.06737006052977214,0.39713088409372327
harmonic,saw,harmonic / saw,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,3,0.48682142824530994,0.8611344741266238,456.800194541705,0.0005571626371754006,0.30830407598725623,0.14180151412437397,0.1502209175829352
harmonic,saw,harmonic / saw,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,3,0.48682142824530994,0.8611344741266238,456.800194541705,0.0005571626371754006,0.30830407598725623,0.14180151412437397,0.1502209175829352
harmonic,saw,harmonic / saw,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,7,0.4835360442843951,0.8637156866805997,666.5285608896255,0.0005532169593949383,0.309542385857188,0.207375102569932,0.17249023512883832
harmonic,saw,harmonic / saw,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,7,0.4835360442843951,0.8637156866805997,666.5285608896255,0.0005532169593949383,0.309542385857188,0.207375102569932,0.17249023512883832
harmonic,saw,harmonic / saw,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,12,0.4786545091954336,0.7209688146921078,1226.613388107646,0.0005473543373196483,0.24106105904318237,0.38249100412456266,0.2080331391683549
harmonic,saw,harmonic / saw,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,12,0.4786545091954336,0.7209688146921078,1226.613388107646,0.0005473543373196483,0.24106105904318237,0.38249100412456266,0.2080331391683549
harmonic,saw,harmonic / saw,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,-12,0.5795772719572991,0.7499225880332745,502.2338983159349,0.0006685604755700707,0.25495133059207437,0.15600679805771867,0.13720889637512104
harmonic,saw,harmonic / saw,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,-12,0.5795772719572991,0.7499225880332745,502.2338983159349,0.0006685604755700707,0.25495133059207437,0.15600679805771867,0.13720889637512104
harmonic,square,harmonic / square,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,3,1.037411313657616,0.9725105060616916,168.87059376193994,0.0012184096338319812,0.36173556864236256,0.051777558511688894,0.13824384559596115
harmonic,square,harmonic / square,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,3,1.037411313657616,0.9725105060616916,168.87059376193994,0.0012184096338319812,0.36173556864236256,0.051777558511688894,0.13824384559596115
harmonic,square,harmonic / square,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,7,1.0360443343529675,1.0028411654225309,241.1546959940324,0.0012167679201288435,0.37628638693518907,0.07437787745500608,0.150627010770108
harmonic,square,harmonic / square,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,7,1.0360443343529675,1.0028411654225309,241.1546959940324,0.0012167679201288435,0.37628638693518907,0.07437787745500608,0.150627010770108
harmonic,square,harmonic / square,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,12,1.0353915279528232,0.9917365664719014,506.87453151443196,0.0012159839132247384,0.37095907111184956,0.15745773660639467,0.1765442638771563
harmonic,square,harmonic / square,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,12,1.0353915279528232,0.9917365664719014,506.87453151443196,0.0012159839132247384,0.37095907111184956,0.15745773660639467,0.1765442638771563
harmonic,square,harmonic / square,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,-12,1.253861479939483,1.1203287089033085,1707.4653124308663,0.0014783617800152012,0.4326498136751492,0.5328339774566396,0.322320717637268
harmonic,square,harmonic / square,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,-12,1.253861479939483,1.1203287089033085,1707.4653124308663,0.0014783617800152012,0.4326498136751492,0.5328339774566396,0.322320717637268
inharmonic,bell_resonator,inharmonic / bell_resonator,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,3,0.09311557228130384,0.2609770172660812,205.78764260767593,8.433009571424442e-05,0.020384779608959968,0.06332002846837084,0.027929712724348355
inharmonic,bell_resonator,inharmonic / bell_resonator,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,3,0.09311557228130384,0.2609770172660812,205.78764260767593,8.433009571424442e-05,0.020384779608959968,0.06332002846837084,0.027929712724348355
inharmonic,bell_resonator,inharmonic / bell_resonator,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,7,0.09280600315707227,0.2665856980156342,108.29201650511658,8.39583096370221e-05,0.023075485850400597,0.03283708439829883,0.018665509519445483
inharmonic,bell_resonator,inharmonic / bell_resonator,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,7,0.09280600315707227,0.2665856980156342,108.29201650511658,8.39583096370221e-05,0.023075485850400597,0.03283708439829883,0.018665509519445483
inharmonic,bell_resonator,inharmonic / bell_resonator,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,12,0.0931700838681044,0.2615753872501699,235.5784578310202,8.439556299580892e-05,0.020671841383871382,0.07263441302650246,0.031130216657789884
inharmonic,bell_resonator,inharmonic / bell_resonator,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,12,0.0931700838681044,0.2615753872501699,235.5784578310202,8.439556299580892e-05,0.020671841383871382,0.07263441302650246,0.031130216657789884
inharmonic,bell_resonator,inharmonic / bell_resonator,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,-12,0.10193964014468132,0.2753245090912441,2263.885533767095,9.492761762219374e-05,0.02726783955243437,0.7068041047791421,0.24472229064973292
inharmonic,bell_resonator,inharmonic / bell_resonator,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,-12,0.10193964014468132,0.2753245090912441,2263.885533767095,9.492761762219374e-05,0.02726783955243437,0.7068041047791421,0.24472229064973292
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,3,0.09690930388653933,0.27363528820744143,246.86806528949631,8.888628843871587e-05,0.0264574534067116,0.07616421724938914,0.03423685231484649
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,3,0.09690930388653933,0.27363528820744143,246.86806528949631,8.888628843871587e-05,0.0264574534067116,0.07616421724938914,0.03423685231484649
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,7,0.09704271036893113,0.2806621848958386,869.279968039105,8.904650684837669e-05,0.029828533990846406,0.27076727769955805,0.10022828606575095
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,7,0.09704271036893113,0.2806621848958386,869.279968039105,8.904650684837669e-05,0.029828533990846406,0.27076727769955805,0.10022828606575095
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,12,0.09724620025961983,0.31532286971175266,1751.0577928747502,8.929089397322758e-05,0.046456636949678394,0.546463585228467,0.19766983769070623
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,12,0.09724620025961983,0.31532286971175266,1751.0577928747502,8.929089397322758e-05,0.046456636949678394,0.546463585228467,0.19766983769070623
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,-12,0.10099672758884098,0.3127077600308007,817.5956548974077,9.379519926112578e-05,0.04520206528571802,0.2546076807024463,0.09996784706247515
inharmonic,random_modal_resonator,inharmonic / random_modal_resonator,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,-12,0.10099672758884098,0.3127077600308007,817.5956548974077,9.379519926112578e-05,0.04520206528571802,0.2546076807024463,0.09996784706247515
noise,white_noise,noise / white_noise,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,3,0.2389966156403345,0.8116528431572739,263.1478947289417,0.0002595301935475917,0.28456577829639507,0.08125426231203528,0.12202652360065931
noise,white_noise,noise / white_noise,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,3,0.2389966156403345,0.8116528431572739,263.1478947289417,0.0002595301935475917,0.28456577829639507,0.08125426231203528,0.12202652360065931
noise,white_noise,noise / white_noise,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,7,0.24095091691245993,0.8177423191058084,73.52350497450597,0.00026187726871368806,0.2874871410327445,0.021966375272615954,0.10323846452469138
noise,white_noise,noise / white_noise,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,7,0.24095091691245993,0.8177423191058084,73.52350497450597,0.00026187726871368806,0.2874871410327445,0.021966375272615954,0.10323846452469138
noise,white_noise,noise / white_noise,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,12,0.250365419852364,0.7825103604947405,82.27883485513804,0.0002731838908637922,0.2705849754137558,0.024703813265840265,0.09852065752348661
noise,white_noise,noise / white_noise,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,12,0.2253288778671276,0.7965318142116723,77.74298795911136,0.00024311552485665685,0.2773116219666419,0.023285637161236928,0.10028012488424516
noise,white_noise,noise / white_noise,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,-12,0.2382796828515766,1.1367982523121154,2471.2711482261243,0.00025866917218499293,0.44055090578977635,0.771645209341536,0.40415159476783247
noise,white_noise,noise / white_noise,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,-12,0.21445171456641896,1.0178546828658268,2076.81494639795,0.0002300522780457375,0.38348896574017344,0.6483146885879939,0.34401123553540436
noise,pink_noise,noise / pink_noise,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,3,0.21360344687931498,0.60705408507311,270.74120225322935,0.0002290335262028149,0.1864116525847586,0.0836283828528504,0.09008968965460395
noise,pink_noise,noise / pink_noise,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,3,0.21360344687931498,0.60705408507311,270.74120225322935,0.0002290335262028149,0.1864116525847586,0.0836283828528504,0.09008968965460395
noise,pink_noise,noise / pink_noise,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,7,0.27601820257178206,0.6121499480039768,127.09634048969282,0.0003039923491710067,0.18885633981262445,0.03871643693145112,0.07595892303108219
noise,pink_noise,noise / pink_noise,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,7,0.27601820257178206,0.6121499480039768,127.09634048969282,0.0003039923491710067,0.18885633981262445,0.03871643693145112,0.07595892303108219
noise,pink_noise,noise / pink_noise,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,12,0.2666556201857299,0.6074447549026454,292.8737116405034,0.0002927480825258055,0.18659907237126672,0.09054832452359689,0.09248004832579647
noise,pink_noise,noise / pink_noise,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,12,0.2666556201857299,0.6074447549026454,292.8737116405034,0.0002927480825258055,0.18659907237126672,0.09054832452359689,0.09248004832579647
noise,pink_noise,noise / pink_noise,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,-12,0.24050667345517507,0.7683704634676063,1701.1076163375415,0.0002613437415645397,0.26380150691498805,0.5308461826993295,0.26496967778529407
noise,pink_noise,noise / pink_noise,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,-12,0.24050667345517507,0.7683704634676063,1701.1076163375415,0.0002613437415645397,0.26380150691498805,0.5308461826993295,0.26496967778529407
transient,impulse_train,transient / impulse_train,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,3,0.023296110499582592,0.29381479008952466,500.5376637446561,4.783747971964793e-07,0.03613835950349944,0.1554764540245246,0.06387176396760708
transient,impulse_train,transient / impulse_train,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,3,0.023296110499582592,0.29381479008952466,500.5376637446561,4.783747971964793e-07,0.03613835950349944,0.1554764540245246,0.06387176396760708
transient,impulse_train,transient / impulse_train,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,7,0.0237066208247287,0.2711043539487292,194.49582721184652,9.713891565069615e-07,0.025243264025878048,0.059789533912660606,0.028344589775898387
transient,impulse_train,transient / impulse_train,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,7,0.0237066208247287,0.2711043539487292,194.49582721184652,9.713891565069615e-07,0.025243264025878048,0.059789533912660606,0.028344589775898387
transient,impulse_train,transient / impulse_train,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,12,0.023637316192103405,0.2773870306177653,3.2669869201981365,8.881557346951053e-07,0.028257312797984768,0.0,0.009419400317906487
transient,impulse_train,transient / impulse_train,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,12,0.023637316192103405,0.2773870306177653,3.2669869201981365,8.881557346951053e-07,0.028257312797984768,0.0,0.009419400317906487
transient,impulse_train,transient / impulse_train,preflight_adaptive_v2,Preflight Adaptive v2,selective source-only preflight selector,-12,0.0228977898628095,0.41069422256621096,1990.122461121574,0.0,0.09221005131553955,0.6212094502750934,0.23780650053021102
transient,impulse_train,transient / impulse_train,preflight_adaptive_v3,Preflight Adaptive v3,selective preflight selector with fallback guards,-12,0.0228977898628095,0.41069422256621096,1990.122461121574,0.0,0.09221005131553955,0.6212094502750934,0.23780650053021102
