policy_count,zero_catastrophic_policy_count,most_selective_safe_policy_id,most_selective_phase_vocoder_count,most_selective_psola_count,most_selective_rubberband_count,most_selective_mean_stress,lowest_mean_safe_policy_id,lowest_mean_phase_vocoder_count,lowest_mean_stress
1176,990,thr0.50_bonus0.06_rms5_str0.30,49,67,28,0.25380951076241876,thr0.28_bonus0.04_rms0.5_str0.30,140,0.0558430278062449
