depth_semitones,rate_hz,shift_semitones,selected_algorithm,selected_algorithm_label,safe_mode,guard,dry_mix,preflight_risk_score,preflight_risk_level,preflight_reasons,pitch_valid_fraction,pitch_iqr_cents,pitch_modulation_rms_cents,pitch_modulation_peak_rate_hz,pitch_modulation_peak_strength,spectral_flatness,catastrophic_threshold,fixed_danger_count,fixed_danger_any,worst_fixed_algorithm_label,worst_fixed_composite_stress,v1_composite_stress,v2_composite_stress,v2_catastrophic,fixed_danger_avoided
0.2,4.0,12,phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.51,high,periodic_representation_bias|large_shift|selective_micro_modulation_trap,1.0,22.223263621045277,11.360536520706308,3.960129310344822,0.4832247522950633,1.06246399399567e-06,0.5240090363523335,0,False,WSOLA,0.49309890978047183,0.06857786134787257,0.10150838947078018,False,False
0.35,4.0,-12,phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.51,high,periodic_representation_bias|large_shift|selective_micro_modulation_trap,1.0,39.538186030885406,19.851111962000186,3.960129310344822,0.4822491356444858,1.0351527158899366e-06,0.5240090363523335,1,True,WSOLA,0.5896767558792381,0.04542634677904514,0.0639449951243608,False,True
0.35,4.0,3,psola,PSOLA,False,selective_low_risk_psola,0.0,0.31,medium,periodic_representation_bias|selective_micro_modulation_trap,1.0,39.538186030885406,19.851111962000186,3.960129310344822,0.4822491356444858,1.0351527158899366e-06,0.5240090363523335,1,True,WSOLA,0.5570869163799352,0.003997310183199544,0.31264872461829873,False,True
0.35,4.0,7,psola,PSOLA,False,selective_low_risk_psola,0.0,0.39,high,periodic_representation_bias|moderate_shift|selective_micro_modulation_trap,1.0,39.538186030885406,19.851111962000186,3.960129310344822,0.4822491356444858,1.0351527158899366e-06,0.5240090363523335,1,True,WSOLA,0.573188677593115,0.03775866492234576,0.34631994775465463,False,True
0.35,4.0,12,phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.51,high,periodic_representation_bias|large_shift|selective_micro_modulation_trap,1.0,39.538186030885406,19.851111962000186,3.960129310344822,0.4822491356444858,1.0351527158899366e-06,0.5240090363523335,0,False,WSOLA,0.5034367268151029,0.0772970726282896,0.10413212611702626,False,False
0.5,4.0,-12,phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.51,high,periodic_representation_bias|large_shift|selective_micro_modulation_trap,1.0,56.79779921511263,28.339179154456563,3.960129310344822,0.4812925145974513,9.346422776642994e-07,0.5240090363523335,0,False,WSOLA,0.5113974924670683,0.04497090304872725,0.06466336925389078,False,False
0.5,4.0,3,psola,PSOLA,False,selective_low_risk_psola,0.0,0.31,medium,periodic_representation_bias|selective_micro_modulation_trap,1.0,56.79779921511263,28.339179154456563,3.960129310344822,0.4812925145974513,9.346422776642994e-07,0.5240090363523335,1,True,WSOLA,0.542545222972441,0.006580145661060975,0.30973286388050963,False,True
0.5,4.0,7,psola,PSOLA,False,selective_low_risk_psola,0.0,0.39,high,periodic_representation_bias|moderate_shift|selective_micro_modulation_trap,1.0,56.79779921511263,28.339179154456563,3.960129310344822,0.4812925145974513,9.346422776642994e-07,0.5240090363523335,1,True,WSOLA,0.5798840764482671,0.039948994626630034,0.35532476276478303,False,True
0.5,4.0,12,phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.51,high,periodic_representation_bias|large_shift|selective_micro_modulation_trap,1.0,56.79779921511263,28.339179154456563,3.960129310344822,0.4812925145974513,9.346422776642994e-07,0.5240090363523335,0,False,WSOLA,0.5023472293035172,0.08199030194059154,0.10654594348888562,False,False
0.75,4.0,-12,phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.6600000000000001,high,pitch_motion|periodic_representation_bias|large_shift|selective_micro_modulation_trap,1.0,85.24110640695646,42.75107536535898,3.960129310344822,0.47963586620629756,6.237334942549625e-07,0.5240090363523335,1,True,WSOLA,0.5255033529230639,0.043314782234452454,0.06445402436026021,False,True
0.75,4.0,3,psola,PSOLA,False,selective_low_risk_psola,0.0,0.46,high,pitch_motion|periodic_representation_bias|selective_micro_modulation_trap,1.0,85.24110640695646,42.75107536535898,3.960129310344822,0.47963586620629756,6.237334942549625e-07,0.5240090363523335,1,True,WSOLA,0.5900298186957187,0.009484966716060507,0.33051856388680156,False,True
0.75,4.0,7,phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.54,high,pitch_motion|periodic_representation_bias|moderate_shift|selective_micro_modulation_trap,1.0,85.24110640695646,42.75107536535898,3.960129310344822,0.47963586620629756,6.237334942549625e-07,0.5240090363523335,1,True,WSOLA,0.5394585648141618,0.04250640594215818,0.06407002793392468,False,True
0.75,4.0,12,phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.6600000000000001,high,pitch_motion|periodic_representation_bias|large_shift|selective_micro_modulation_trap,1.0,85.24110640695646,42.75107536535898,3.960129310344822,0.47963586620629756,6.237334942549625e-07,0.5240090363523335,0,False,WSOLA,0.5086909188206304,0.08764075536078113,0.11063908388079956,False,False
1.0,4.0,-12,phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.6600000000000001,high,pitch_motion|periodic_representation_bias|large_shift|selective_micro_modulation_trap,1.0,118.42998316997036,57.84827288211042,3.960129310344822,0.47795238398111306,7.959877648554353e-07,0.5240090363523335,0,False,Rubber Band,0.46970429054705853,0.04227145645176041,0.06453181160634892,False,False
1.0,4.0,3,psola,PSOLA,False,selective_low_risk_psola,0.0,0.46,high,pitch_motion|periodic_representation_bias|selective_micro_modulation_trap,1.0,118.42998316997036,57.84827288211042,3.960129310344822,0.47795238398111306,7.959877648554353e-07,0.5240090363523335,0,False,WSOLA,0.44399778712405863,0.009137431515420636,0.3257968838704568,False,False
1.0,4.0,7,phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.54,high,pitch_motion|periodic_representation_bias|moderate_shift|selective_micro_modulation_trap,1.0,118.42998316997036,57.84827288211042,3.960129310344822,0.47795238398111306,7.959877648554353e-07,0.5240090363523335,1,True,WSOLA,0.5926587839743348,0.04569707345999202,0.06663647619566004,False,True
1.0,4.0,12,phase_vocoder,Phase Vocoder,True,selective_high_risk_phase_vocoder,0.0,0.6600000000000001,high,pitch_motion|periodic_representation_bias|large_shift|selective_micro_modulation_trap,1.0,118.42998316997036,57.84827288211042,3.960129310344822,0.47795238398111306,7.959877648554353e-07,0.5240090363523335,0,False,WSOLA,0.5062889898593146,0.09325816644931186,0.11493964138939554,False,False
0.0,5.5,-12,rubber_band,Rubber Band,False,selective_low_risk_rubberband,0.0,0.45,high,periodic_representation_bias|large_shift,1.0,4.2039015447302205e-06,0.33777005225322676,3.960129310344822,0.05425089090858194,1.063558721599303e-06,0.5240090363523335,1,True,WSOLA,0.5973914677579687,0.04605102536125225,0.5052313702515782,False,True
